,Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선,Success
191,2002-10-31,15500.0,13800.0,15500.0,14500.0,100.0,14500.0,14120.0,14068.75,14045.0,14001.666666666664,14482.222222222224,14387.5,14396.25,1
192,2002-11-01,14500.0,13800.0,13800.0,14350.0,2200.0,14350.0,14180.0,14168.75,14075.0,13971.666666666664,14474.444444444443,14402.5,14370.833333333336,1
193,2002-11-04,14450.0,13850.0,13950.0,14400.0,1300.0,14400.0,14250.0,14175.0,14130.0,13936.666666666664,14465.555555555557,14418.333333333336,14341.25,1
194,2002-11-05,14400.0,13950.0,14000.0,14400.0,400.0,14400.0,14330.0,14218.75,14215.0,13901.666666666664,14456.666666666664,14430.0,14314.166666666664,1
195,2002-11-06,14500.0,14200.0,14200.0,14500.0,200.0,14500.0,14430.0,14275.0,14230.0,13886.666666666664,14423.333333333336,14448.333333333336,14294.166666666664,1
196,2002-11-07,14500.0,14000.0,14450.0,14500.0,1200.0,14500.0,14430.0,14331.25,14275.0,13903.333333333336,14393.333333333336,14460.0,14277.5,1
197,2002-11-08,14500.0,14150.0,14500.0,14500.0,900.0,14500.0,14460.0,14393.75,14320.0,13921.666666666664,14364.444444444443,14478.333333333336,14261.666666666664,1
198,2002-11-11,15900.0,14200.0,15900.0,14200.0,400.0,14200.0,14420.0,14418.75,14335.0,13913.333333333336,14333.333333333336,14490.833333333336,14239.166666666664,1
199,2002-11-12,14550.0,14100.0,14450.0,14250.0,2000.0,14250.0,14390.0,14387.5,14360.0,13905.0,14296.666666666664,14493.333333333336,14219.583333333336,1
200,2002-11-13,15300.0,14150.0,15300.0,14700.0,400.0,14700.0,14430.0,14431.25,14430.0,13928.333333333336,14281.111111111111,14496.666666666664,14200.416666666664,1
201,2002-11-14,14700.0,14700.0,14700.0,14700.0,200.0,14700.0,14470.0,14468.75,14450.0,13968.333333333336,14261.111111111111,14496.666666666664,14177.916666666664,1
202,2002-11-15,14550.0,14100.0,14250.0,14450.0,1300.0,14450.0,14460.0,14475.0,14460.0,14013.333333333336,14235.555555555557,14491.666666666664,14156.666666666664,1
203,2002-11-18,14400.0,14050.0,14150.0,14300.0,1000.0,14300.0,14480.0,14450.0,14450.0,14050.0,14206.666666666664,14487.5,14133.333333333336,1
204,2002-11-19,14350.0,14300.0,14300.0,14350.0,100.0,14350.0,14500.0,14431.25,14445.0,14093.333333333336,14181.111111111111,14483.333333333336,14113.75,1
205,2002-11-20,14350.0,14100.0,14100.0,14350.0,700.0,14350.0,14430.0,14412.5,14430.0,14128.333333333336,14156.666666666664,14474.166666666664,14095.833333333336,1
206,2002-11-21,14450.0,13950.0,14450.0,14000.0,1100.0,14000.0,14290.0,14387.5,14380.0,14158.333333333336,14133.333333333336,14460.833333333336,14083.333333333336,1
207,2002-11-22,14300.0,13800.0,14200.0,14000.0,2100.0,14000.0,14200.0,14356.25,14330.0,14186.666666666664,14105.555555555557,14449.166666666664,14071.666666666664,1
208,2002-11-25,14300.0,14000.0,14000.0,14300.0,700.0,14300.0,14200.0,14306.25,14340.0,14213.333333333336,14080.0,14440.833333333336,14066.666666666664,1
209,2002-11-26,15100.0,14050.0,14100.0,14350.0,7800.0,14350.0,14200.0,14262.5,14350.0,14231.666666666664,14055.555555555557,14433.333333333336,14065.833333333336,1
210,2002-11-27,14650.0,14150.0,14200.0,14600.0,2600.0,14600.0,14250.0,14281.25,14340.0,14255.0,14047.777777777776,14410.0,14070.833333333336,1
211,2002-11-28,15200.0,14500.0,14800.0,15150.0,2600.0,15150.0,14480.0,14387.5,14385.0,14293.333333333336,14073.333333333336,14398.333333333336,14080.416666666664,1
212,2002-11-29,15700.0,14900.0,15450.0,15700.0,3000.0,15700.0,14820.0,14556.25,14510.0,14348.333333333336,14112.222222222224,14396.666666666664,14090.416666666664,1
213,2002-12-03,16900.0,15800.0,16300.0,16450.0,8900.0,16450.0,15250.0,14818.75,14725.0,14435.0,14156.666666666664,14410.833333333336,14107.916666666664,1
214,2002-12-04,16600.0,15750.0,16450.0,16600.0,1900.0,16600.0,15700.0,15143.75,14950.0,14536.666666666664,14203.333333333336,14422.5,14129.583333333336,1
215,2002-12-05,16750.0,16350.0,16350.0,16400.0,2600.0,16400.0,16060.0,15443.75,15155.0,14605.0,14256.666666666664,14439.166666666664,14147.5,1
216,2002-12-06,16900.0,15150.0,16900.0,16150.0,11300.0,16150.0,16260.0,15675.0,15370.0,14675.0,14315.555555555557,14448.333333333336,14166.25,1
217,2002-12-09,16200.0,15800.0,16100.0,16150.0,1700.0,16150.0,16350.0,15900.0,15585.0,14745.0,14383.333333333336,14457.5,14181.666666666664,1
218,2002-12-10,16200.0,15200.0,16200.0,15900.0,3600.0,15900.0,16240.0,16062.5,15745.0,14806.666666666664,14443.333333333336,14462.5,14193.333333333336,1
219,2002-12-11,16550.0,15800.0,15900.0,15800.0,4300.0,15800.0,16080.0,16143.75,15890.0,14866.666666666664,14504.444444444443,14467.5,14205.416666666664,1
220,2002-12-12,17650.0,15650.0,16100.0,17650.0,7000.0,17650.0,16330.0,16387.5,16195.0,14988.333333333336,14601.111111111111,14504.166666666664,14231.25,1
221,2002-12-13,19700.0,18050.0,18050.0,18750.0,42800.0,18750.0,16850.0,16675.0,16555.0,15130.0,14726.666666666664,14565.833333333336,14271.666666666664,1
222,2002-12-16,19300.0,18550.0,19300.0,18850.0,41200.0,18850.0,17390.0,16956.25,16870.0,15280.0,14853.333333333336,14625.833333333336,14316.25,1
