,Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선,Success
1858,2007-08-23,29800.0,27800.0,28250.0,28400.0,186100.0,27819.453125,26640.0,27812.5,28320.0,27696.66666666667,25573.33333333333,22817.5,15895.333333333336,1
1859,2007-08-24,28500.0,26900.0,28400.0,28000.0,58300.0,27427.630859375,27600.0,27318.75,28280.0,27796.66666666667,25797.777777777777,23037.5,16071.916666666664,1
1860,2007-08-27,28950.0,27800.0,28500.0,27850.0,39200.0,27280.697265625,27950.0,26925.0,27835.0,27891.66666666667,26038.88888888889,23261.66666666667,16249.833333333336,1
1861,2007-08-28,27800.0,25800.0,27800.0,27250.0,128400.0,26692.9609375,27840.0,27037.5,27365.0,27905.0,26241.11111111111,23485.0,16423.0,1
1862,2007-08-29,26800.0,25500.0,26100.0,26500.0,54400.0,25958.29296875,27600.0,27450.0,26915.0,27895.0,26407.777777777777,23689.16666666667,16589.75,1
1863,2007-08-30,27550.0,26500.0,27500.0,27200.0,62300.0,26643.982421875,27360.0,27587.5,27000.0,27931.66666666667,26571.11111111111,23921.66666666667,16762.5,1
1864,2007-08-31,28200.0,26500.0,26750.0,28000.0,70100.0,27427.630859375,27360.0,27612.5,27480.0,28051.66666666667,26752.222222222223,24168.33333333333,16942.166666666668,1
1865,2007-09-03,28950.0,27950.0,28950.0,27950.0,38600.0,27378.65234375,27380.0,27643.75,27665.0,28183.33333333333,26933.33333333333,24395.0,17120.666666666668,1
1866,2007-09-04,28400.0,26900.0,28400.0,27200.0,40500.0,26643.982421875,27370.0,27493.75,27605.0,28173.33333333333,27104.44444444444,24598.33333333333,17290.083333333332,1
1867,2007-09-05,27700.0,26450.0,27300.0,26800.0,54800.0,26252.16015625,27430.0,27343.75,27515.0,28123.33333333333,27226.66666666667,24801.66666666667,17456.583333333332,1
1868,2007-09-06,27350.0,26250.0,26400.0,26800.0,47500.0,26252.16015625,27350.0,27212.5,27355.0,28038.33333333333,27304.44444444444,25015.83333333333,17623.916666666668,1
1869,2007-09-07,27450.0,26550.0,26550.0,27000.0,23800.0,26448.072265625,27150.0,27181.25,27255.0,27941.66666666667,27387.777777777777,25234.16666666667,17792.666666666668,1
1870,2007-09-10,26450.0,25500.0,26100.0,26200.0,25800.0,25664.423828125,26800.0,27143.75,27090.0,27815.0,27396.66666666667,25428.33333333333,17953.916666666668,1
1871,2007-09-11,26200.0,24900.0,26200.0,25100.0,59500.0,24586.91015625,26380.0,26881.25,26875.0,27686.66666666667,27361.11111111111,25603.33333333333,18104.5,1
1872,2007-09-12,25450.0,23650.0,25300.0,23650.0,64600.0,23166.552734375,25750.0,26337.5,26590.0,27525.0,27326.66666666667,25718.33333333333,18242.83333333333,1
1873,2007-09-13,24700.0,22600.0,23350.0,24050.0,57900.0,23558.375,25200.0,25850.0,26275.0,27393.33333333333,27343.33333333333,25839.16666666667,18384.08333333333,1
1874,2007-09-14,25300.0,23850.0,25300.0,24200.0,40000.0,23705.30859375,24640.0,25475.0,25895.0,27283.33333333333,27325.55555555556,25944.16666666667,18526.5,1
1875,2007-09-17,25100.0,24100.0,24500.0,24950.0,37200.0,24439.978515625,24390.0,25243.75,25595.0,27181.66666666667,27324.44444444444,26076.66666666667,18676.0,1
1876,2007-09-18,25250.0,23400.0,25250.0,23750.0,77200.0,23264.5078125,24120.0,24862.5,25250.0,27030.0,27255.55555555556,26170.0,18816.08333333333,1
1877,2007-09-19,24300.0,22200.0,24250.0,24300.0,185200.0,23803.263671875,24250.0,24525.0,25000.0,26923.33333333333,27200.0,26258.33333333333,18961.666666666668,1
1878,2007-09-20,24800.0,23150.0,24300.0,23150.0,42300.0,22676.771484375,24070.0,24143.75,24635.0,26770.0,27134.44444444444,26313.33333333333,19097.166666666668,1
1879,2007-09-21,23450.0,22500.0,22800.0,23000.0,64000.0,22529.83984375,23830.0,23881.25,24235.0,26590.0,27103.33333333333,26365.83333333333,19230.58333333333,1
1880,2007-09-27,25700.0,23100.0,23100.0,25050.0,154000.0,24537.93359375,23850.0,24056.25,24120.0,26348.33333333333,27126.66666666667,26453.33333333333,19381.5,1
1881,2007-09-28,26400.0,25050.0,26000.0,26100.0,69900.0,25566.46875,24320.0,24312.5,24220.0,26153.33333333333,27095.55555555556,26563.33333333333,19541.166666666668,1
1882,2007-10-01,26700.0,25350.0,26500.0,26000.0,82900.0,25468.513671875,24660.0,24537.5,24455.0,25986.66666666667,27044.44444444444,26641.66666666667,19699.916666666668,1
1883,2007-10-02,27600.0,26200.0,26400.0,27200.0,157700.0,26643.982421875,25470.0,24818.75,24770.0,26015.0,26996.66666666667,26706.66666666667,19865.166666666668,1
1884,2007-10-04,30000.0,26550.0,27150.0,29850.0,241900.0,29239.8125,26840.0,25581.25,25335.0,26236.66666666667,26995.55555555556,26816.66666666667,20049.33333333333,1
1885,2007-10-05,30900.0,29650.0,30400.0,29950.0,94100.0,29337.76953125,27820.0,26287.5,25835.0,26365.0,26994.44444444444,26885.83333333333,20232.83333333333,1
