,Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선,Success
1614,2006-08-25,5250.0,5090.0,5090.0,5200.0,4500.0,5093.703125,5164.0,5175.0,5203.0,5126.5,5188.666666666667,5151.833333333333,5147.791666666667,1
1615,2006-08-28,5300.0,5170.0,5300.0,5280.0,22200.0,5172.0673828125,5202.0,5182.5,5200.0,5131.5,5195.88888888889,5149.0,5149.958333333333,1
1616,2006-08-29,6070.0,5300.0,5400.0,5850.0,172200.0,5730.41552734375,5336.0,5261.25,5253.0,5160.5,5210.333333333333,5159.833333333333,5157.458333333333,1
1617,2006-08-30,6000.0,5580.0,5960.0,5610.0,71000.0,5495.32177734375,5408.0,5320.0,5292.0,5185.333333333333,5219.88888888889,5164.5,5163.875,1
1618,2006-08-31,5960.0,5560.0,5740.0,5700.0,58300.0,5583.48193359375,5528.0,5396.25,5340.0,5211.333333333333,5231.444444444444,5171.166666666667,5170.958333333333,1
1619,2006-09-01,5620.0,5450.0,5620.0,5460.0,33200.0,5348.38818359375,5580.0,5431.25,5372.0,5221.333333333333,5235.88888888889,5180.5,5176.666666666667,1
1620,2006-09-04,5550.0,5390.0,5390.0,5470.0,24600.0,5358.18359375,5618.0,5458.75,5410.0,5236.333333333333,5236.333333333333,5193.166666666667,5180.916666666667,1
1621,2006-09-05,5840.0,5570.0,5600.0,5620.0,33300.0,5505.1171875,5572.0,5523.75,5454.0,5256.666666666667,5235.88888888889,5206.666666666667,5186.0,1
1622,2006-09-06,5680.0,5520.0,5530.0,5530.0,19400.0,5416.95654296875,5556.0,5565.0,5482.0,5273.666666666667,5235.666666666667,5216.0,5191.25,1
1623,2006-09-07,5800.0,5580.0,5730.0,5750.0,33000.0,5632.4599609375,5566.0,5623.75,5547.0,5299.666666666667,5242.777777777777,5233.5,5198.333333333333,1
1624,2006-09-08,5940.0,5680.0,5750.0,5810.0,44300.0,5691.23291015625,5636.0,5618.75,5608.0,5321.666666666667,5253.666666666667,5247.0,5206.541666666667,1
1625,2006-09-11,6380.0,5830.0,5830.0,6000.0,79600.0,5877.349609375,5742.0,5667.5,5680.0,5353.0,5268.333333333333,5262.833333333333,5216.541666666667,1
1626,2006-09-12,6020.0,5780.0,6020.0,5800.0,72900.0,5681.4375,5778.0,5680.0,5675.0,5377.333333333333,5278.11111111111,5274.333333333333,5224.375,1
1627,2006-09-13,5900.0,5630.0,5890.0,5800.0,45200.0,5681.4375,5832.0,5722.5,5694.0,5400.666666666667,5290.333333333333,5286.333333333333,5232.0,1
1628,2006-09-14,5880.0,5610.0,5760.0,5650.0,35500.0,5534.50390625,5812.0,5745.0,5689.0,5419.0,5296.777777777777,5297.333333333333,5239.041666666667,1
1629,2006-09-15,5780.0,5650.0,5780.0,5650.0,29000.0,5534.50390625,5780.0,5748.75,5708.0,5437.333333333333,5306.11111111111,5307.833333333333,5246.416666666667,1
1630,2006-09-18,5840.0,5610.0,5610.0,5840.0,33400.0,5720.6201171875,5748.0,5787.5,5745.0,5459.333333333333,5321.88888888889,5322.583333333333,5255.916666666667,1
1631,2006-09-19,5870.0,5780.0,5850.0,5780.0,28300.0,5661.84619140625,5744.0,5791.25,5761.0,5481.0,5339.666666666667,5332.25,5266.583333333333,1
1632,2006-09-20,5840.0,5700.0,5780.0,5720.0,18600.0,5603.0732421875,5728.0,5780.0,5780.0,5501.333333333332,5358.666666666667,5341.25,5276.583333333333,1
1633,2006-09-21,5870.0,5730.0,5740.0,5870.0,29400.0,5750.0068359375,5772.0,5763.75,5792.0,5520.333333333332,5379.777777777777,5352.75,5287.583333333333,1
1634,2006-09-22,5870.0,5750.0,5850.0,5760.0,18600.0,5642.2548828125,5794.0,5758.75,5787.0,5532.666666666668,5393.11111111111,5361.083333333333,5296.916666666667,1
1635,2006-09-25,5870.0,5760.0,5760.0,5760.0,18300.0,5642.2548828125,5778.0,5753.75,5763.0,5547.666666666668,5409.555555555556,5366.25,5306.25,1
1636,2006-09-26,5850.0,5720.0,5720.0,5740.0,19800.0,5622.66455078125,5770.0,5765.0,5757.0,5561.666666666668,5425.777777777777,5367.916666666667,5316.0,1
1637,2006-09-27,5800.0,5630.0,5800.0,5650.0,35000.0,5534.50390625,5756.0,5765.0,5742.0,5576.0,5439.777777777777,5369.75,5324.833333333333,1
1638,2006-09-28,6330.0,5650.0,5700.0,5990.0,58400.0,5867.5537109375,5780.0,5783.75,5776.0,5601.666666666668,5462.444444444444,5379.083333333333,5336.333333333333,1
1639,2006-09-29,6100.0,5920.0,6090.0,6090.0,36600.0,5965.50927734375,5846.0,5822.5,5820.0,5633.333333333332,5483.333333333333,5391.916666666667,5348.5,1
1640,2006-10-02,6190.0,5900.0,6090.0,5950.0,37500.0,5828.37158203125,5884.0,5851.25,5831.0,5662.0,5503.11111111111,5402.083333333333,5359.0,1
1641,2006-10-04,6000.0,5920.0,5980.0,5980.0,15800.0,5857.75830078125,5932.0,5865.0,5851.0,5688.666666666668,5523.333333333332,5412.416666666667,5369.416666666667,1
1642,2006-10-09,6200.0,5510.0,6200.0,5630.0,60000.0,5514.91259765625,5928.0,5848.75,5842.0,5701.333333333332,5535.11111111111,5418.75,5376.333333333333,1
1643,2006-10-10,5850.0,5710.0,5830.0,5830.0,31700.0,5710.82421875,5896.0,5857.5,5838.0,5725.666666666668,5551.333333333332,5426.583333333333,5385.083333333333,1
1644,2006-10-11,6630.0,5770.0,5770.0,6250.0,204200.0,6122.2392578125,5928.0,5921.25,5887.0,5760.666666666668,5576.88888888889,5443.583333333333,5394.666666666667,1
1645,2006-10-12,6460.0,6200.0,6350.0,6450.0,90700.0,6318.150390625,6028.0,6021.25,5956.0,5799.666666666668,5605.11111111111,5465.583333333333,5402.333333333333,1
