,Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선,Success
561,2018-03-23,4730.0,4450.0,4610.0,4585.0,369081.0,4585.0,4814.0,4800.625,4769.5,4176.166666666667,4052.444444444444,3832.0,3399.333333333333,1
562,2018-03-26,4660.0,4425.0,4550.0,4660.0,449026.0,4660.0,4758.0,4800.625,4773.0,4213.333333333333,4073.333333333334,3862.333333333334,3412.708333333333,1
563,2018-03-27,4670.0,4530.0,4665.0,4635.0,348604.0,4635.0,4698.0,4799.375,4770.0,4248.5,4094.111111111111,3892.5,3425.708333333333,1
564,2018-03-28,4625.0,4425.0,4595.0,4600.0,424148.0,4600.0,4644.0,4745.625,4764.0,4285.166666666667,4112.88888888889,3921.333333333334,3438.166666666666,1
565,2018-03-29,4600.0,4270.0,4600.0,4400.0,514231.0,4400.0,4576.0,4678.125,4739.5,4315.166666666667,4128.777777777777,3948.25,3447.625,1
566,2018-03-30,4625.0,4380.0,4390.0,4625.0,426067.0,4625.0,4584.0,4639.375,4699.0,4350.166666666667,4147.11111111111,3978.333333333334,3459.75,1
567,2018-04-02,4685.0,4300.0,4680.0,4400.0,568164.0,4400.0,4532.0,4580.625,4645.0,4372.5,4160.0,4002.333333333334,3471.0,1
568,2018-04-03,4475.0,4315.0,4390.0,4400.0,165475.0,4400.0,4485.0,4538.125,4591.5,4394.166666666667,4171.11111111111,4026.666666666666,3484.666666666666,1
569,2018-04-04,4500.0,4175.0,4400.0,4300.0,354291.0,4300.0,4425.0,4502.5,4534.5,4413.5,4179.88888888889,4048.333333333334,3497.5,1
570,2018-04-05,4585.0,4320.0,4350.0,4505.0,366754.0,4505.0,4446.0,4483.125,4511.0,4437.0,4191.88888888889,4070.5,3511.875,1
571,2018-04-06,4845.0,4470.0,4700.0,4485.0,518549.0,4485.0,4418.0,4464.375,4501.0,4460.5,4204.88888888889,4090.583333333334,3525.5,1
572,2018-04-09,4555.0,4380.0,4460.0,4540.0,201385.0,4540.0,4446.0,4456.875,4489.0,4483.5,4218.666666666667,4106.25,3538.75,1
573,2018-04-10,4520.0,4180.0,4520.0,4370.0,299425.0,4370.0,4440.0,4453.125,4462.5,4497.5,4230.555555555556,4119.166666666667,3551.208333333333,1
574,2018-04-11,4500.0,4350.0,4455.0,4475.0,283703.0,4475.0,4475.0,4434.375,4450.0,4516.666666666667,4244.777777777777,4132.916666666667,3563.75,1
575,2018-04-12,4650.0,4475.0,4475.0,4595.0,324291.0,4595.0,4493.0,4458.75,4469.5,4539.5,4264.333333333333,4148.666666666667,3577.25,1
576,2018-04-13,4725.0,4465.0,4600.0,4635.0,222917.0,4635.0,4523.0,4488.125,4470.5,4565.0,4286.88888888889,4166.416666666667,3593.0,1
577,2018-04-16,4660.0,4575.0,4630.0,4620.0,161831.0,4620.0,4539.0,4528.125,4492.5,4589.0,4310.777777777777,4181.416666666667,3607.875,1
578,2018-04-17,4655.0,4435.0,4655.0,4475.0,188394.0,4475.0,4560.0,4524.375,4500.0,4594.333333333333,4330.666666666667,4194.333333333333,3621.5,1
579,2018-04-18,4525.0,4350.0,4435.0,4475.0,158572.0,4475.0,4560.0,4523.125,4517.5,4597.5,4352.333333333333,4206.333333333333,3635.583333333334,1
580,2018-04-19,4770.0,4445.0,4475.0,4630.0,335990.0,4630.0,4567.0,4534.375,4530.0,4600.333333333333,4377.444444444444,4222.083333333333,3650.333333333334,1
581,2018-04-20,4755.0,4580.0,4600.0,4670.0,145395.0,4670.0,4574.0,4571.875,4548.5,4606.333333333333,4401.777777777777,4236.583333333333,3665.416666666666,1
582,2018-04-23,4695.0,4470.0,4605.0,4670.0,226705.0,4670.0,4584.0,4596.25,4561.5,4607.833333333333,4422.666666666667,4250.75,3681.0,1
583,2018-04-24,4730.0,4540.0,4705.0,4655.0,164582.0,4655.0,4620.0,4603.75,4590.0,4607.5,4442.777777777777,4263.333333333333,3696.333333333334,1
584,2018-04-25,4620.0,4300.0,4575.0,4365.0,430107.0,4365.0,4598.0,4570.0,4579.0,4597.666666666667,4457.11111111111,4271.0,3709.375,1
585,2018-04-26,4620.0,4270.0,4320.0,4550.0,453047.0,4550.0,4582.0,4561.25,4574.5,4594.5,4473.777777777777,4280.75,3724.0,1
586,2018-04-27,4550.0,4375.0,4550.0,4495.0,270140.0,4495.0,4547.0,4563.75,4560.5,4576.666666666667,4489.666666666667,4290.666666666667,3737.125,1
587,2018-04-30,4460.0,4340.0,4455.0,4430.0,318011.0,4430.0,4499.0,4558.125,4541.5,4559.666666666667,4502.555555555556,4299.166666666667,3749.583333333334,1
588,2018-05-02,4400.0,4195.0,4400.0,4300.0,466625.0,4300.0,4428.0,4516.875,4524.0,4538.5,4510.333333333333,4306.916666666667,3760.083333333334,1
589,2018-05-03,4300.0,4145.0,4255.0,4225.0,132111.0,4225.0,4400.0,4461.25,4499.0,4517.0,4517.555555555556,4313.416666666667,3770.333333333334,1
590,2018-05-04,4365.0,4225.0,4225.0,4300.0,228727.0,4300.0,4350.0,4415.0,4466.0,4502.333333333333,4526.222222222223,4323.166666666667,3781.458333333334,1
591,2018-05-08,4645.0,4310.0,4350.0,4530.0,342105.0,4530.0,4357.0,4399.375,4452.0,4500.5,4540.88888888889,4338.333333333333,3794.125,1
592,2018-05-09,4600.0,4425.0,4600.0,4595.0,200947.0,4595.0,4390.0,4428.125,4444.5,4498.333333333333,4556.333333333333,4355.833333333333,3806.75,1
