Date,High,Low,Open,Close,Volume,Adj Close,5일선,8일선,10일선,30일선,45일선,60일선,120일선
2017-09-25,23150.0,20550.0,22750.0,21600.0,669631.0,21600.0,,,,,,,
2017-09-26,21600.0,21600.0,21600.0,21600.0,0.0,21600.0,,,,,,,
2017-09-27,22250.0,20150.0,22150.0,20200.0,500356.0,20200.0,,,,,,,
2017-09-28,20400.0,18600.0,20200.0,18850.0,413445.0,18850.0,,,,,,,
2017-09-29,19200.0,18050.0,18850.0,19000.0,240175.0,19000.0,20250.0,,,,,,
2017-10-10,19450.0,18050.0,19150.0,19400.0,357375.0,19400.0,19810.0,,,,,,
2017-10-11,20600.0,19050.0,19350.0,19800.0,400500.0,19800.0,19450.0,,,,,,
2017-10-12,19850.0,18650.0,19850.0,18750.0,258769.0,18750.0,19160.0,19900.0,,,,,
2017-10-13,19100.0,18050.0,18750.0,18100.0,212396.0,18100.0,19010.0,19462.5,,,,,
2017-10-16,18250.0,16600.0,18150.0,16800.0,263214.0,16800.0,18570.0,18862.5,19410.0,,,,
2017-10-17,17350.0,16600.0,16750.0,16800.0,169519.0,16800.0,18050.0,18437.5,18930.0,,,,
2017-10-18,17000.0,15750.0,16800.0,16050.0,284234.0,16050.0,17300.0,18087.5,18375.0,,,,
2017-10-19,18050.0,15900.0,16250.0,16700.0,793342.0,16700.0,16890.0,17800.0,18025.0,,,,
2017-10-20,16600.0,16000.0,16500.0,16150.0,293031.0,16150.0,16500.0,17393.75,17755.0,,,,
2017-10-23,17250.0,16450.0,16550.0,16900.0,318920.0,16900.0,16520.0,17031.25,17545.0,,,,
2017-10-24,17850.0,16850.0,17050.0,16950.0,351154.0,16950.0,16550.0,16806.25,17300.0,,,,
2017-10-25,17700.0,16800.0,17150.0,17700.0,199910.0,17700.0,16880.0,16756.25,17090.0,,,,
2017-10-26,18050.0,17150.0,17700.0,17300.0,247620.0,17300.0,17000.0,16818.75,16945.0,,,,
2017-10-27,17500.0,17000.0,17350.0,17200.0,153396.0,17200.0,17210.0,16868.75,16855.0,,,,
2017-10-30,17400.0,16850.0,17350.0,16900.0,110825.0,16900.0,17210.0,16975.0,16865.0,,,,
2017-10-31,17050.0,16450.0,17050.0,16750.0,109275.0,16750.0,17170.0,16981.25,16860.0,,,,
2017-11-01,21500.0,16850.0,17000.0,19300.0,3972969.0,19300.0,17490.0,17375.0,17185.0,,,,
2017-11-02,19500.0,18400.0,19150.0,19500.0,793428.0,19500.0,17930.0,17700.0,17465.0,,,,
2017-11-03,19950.0,18450.0,19400.0,19300.0,694028.0,19300.0,18350.0,17993.75,17780.0,,,,
2017-11-06,20950.0,19100.0,19250.0,19900.0,1006693.0,19900.0,18950.0,18268.75,18080.0,,,,
2017-11-07,21750.0,19900.0,20150.0,21200.0,1193188.0,21200.0,19840.0,18756.25,18505.0,,,,
2017-11-08,21400.0,19950.0,21300.0,20100.0,519380.0,20100.0,20000.0,19118.75,18745.0,,,,
2017-11-09,20850.0,19500.0,20000.0,20600.0,414585.0,20600.0,20220.0,19581.25,19075.0,,,,
2017-11-10,21050.0,19800.0,20850.0,20000.0,343801.0,20000.0,20360.0,19987.5,19355.0,,,,
2017-11-13,20400.0,19800.0,20100.0,19950.0,233832.0,19950.0,20370.0,20068.75,19660.0,18645.0,,,
2017-11-14,20250.0,19700.0,19950.0,20050.0,258583.0,20050.0,20140.0,20137.5,19990.0,18593.333333333332,,,
2017-11-15,20100.0,19000.0,20050.0,19150.0,349826.0,19150.0,19950.0,20118.75,19975.0,18511.666666666668,,,
2017-11-17,20900.0,20050.0,20350.0,20350.0,365023.0,20350.0,19900.0,20175.0,20060.0,18516.666666666668,,,
2017-11-20,20950.0,20200.0,20700.0,20700.0,241507.0,20700.0,20040.0,20112.5,20200.0,18578.333333333332,,,
2017-11-21,22100.0,20850.0,21100.0,21600.0,774049.0,21600.0,20370.0,20300.0,20370.0,18665.0,,,
2017-11-22,23650.0,21650.0,21900.0,23500.0,1217644.0,23500.0,21060.0,20662.5,20600.0,18801.666666666668,,,
2017-11-24,24200.0,23050.0,23400.0,23550.0,348212.0,23550.0,21940.0,21106.25,20945.0,18926.666666666668,,,
2017-11-27,25100.0,23650.0,23850.0,25100.0,526245.0,25100.0,22890.0,21750.0,21395.0,19138.333333333332,,,
2017-11-28,25250.0,23700.0,25100.0,23700.0,457730.0,23700.0,23490.0,22206.25,21765.0,19325.0,,,
2017-11-29,23850.0,21950.0,23350.0,23150.0,340503.0,23150.0,23800.0,22706.25,22085.0,19536.666666666668,,,
2017-11-30,23050.0,21950.0,22900.0,22000.0,276674.0,22000.0,23500.0,22912.5,22280.0,19710.0,,,
2017-12-01,23450.0,21650.0,22350.0,23450.0,197766.0,23450.0,23480.0,23256.25,22710.0,19956.666666666668,,,
2017-12-04,24250.0,22650.0,23500.0,24250.0,239725.0,24250.0,23310.0,23587.5,23100.0,20208.333333333332,,,
2017-12-05,24750.0,23600.0,24000.0,23950.0,215891.0,23950.0,23360.0,23643.75,23425.0,20468.333333333332,,,
2017-12-06,24600.0,22650.0,24050.0,23000.0,352138.0,23000.0,23330.0,23575.0,23565.0,20671.666666666668,19930.0,,
2017-12-07,23000.0,21300.0,22750.0,22000.0,296297.0,22000.0,23330.0,23187.5,23415.0,20840.0,19938.88888888889,,
2017-12-08,22300.0,20950.0,22300.0,21100.0,165941.0,21100.0,22860.0,22862.5,23170.0,20953.333333333332,19927.777777777777,,
2017-12-11,21300.0,20250.0,21100.0,21000.0,141944.0,21000.0,22210.0,22593.75,22760.0,21076.666666666668,19945.555555555555,,
2017-12-12,21550.0,20550.0,21100.0,21400.0,120916.0,21400.0,21700.0,22518.75,22530.0,21216.666666666668,20002.222222222223,,
2017-12-13,21800.0,20850.0,21550.0,21000.0,96191.0,21000.0,21300.0,22212.5,22315.0,21353.333333333332,20046.666666666668,,
2017-12-14,21400.0,20750.0,20900.0,20900.0,82440.0,20900.0,21080.0,21793.75,22205.0,21491.666666666668,20080.0,,
2017-12-15,22450.0,20650.0,21200.0,22000.0,198701.0,22000.0,21260.0,21550.0,22060.0,21581.666666666668,20128.88888888889,,
2017-12-18,22450.0,21600.0,22150.0,21750.0,99244.0,21750.0,21410.0,21393.75,21810.0,21656.666666666668,20195.555555555555,,
2017-12-19,21950.0,20500.0,21950.0,20900.0,139205.0,20900.0,21310.0,21256.25,21505.0,21710.0,20257.777777777777,,
2017-12-21,20100.0,18800.0,19850.0,19000.0,206107.0,19000.0,20910.0,20993.75,21105.0,21680.0,20306.666666666668,,
2017-12-22,19300.0,18450.0,18500.0,19000.0,98821.0,19000.0,20530.0,20743.75,20805.0,21606.666666666668,20355.555555555555,,
2017-12-26,19450.0,18600.0,18800.0,19200.0,123997.0,19200.0,19970.0,20468.75,20615.0,21576.666666666668,20425.555555555555,,
2017-12-27,20400.0,19100.0,19100.0,20300.0,111834.0,20300.0,19680.0,20381.25,20545.0,21566.666666666668,20505.555555555555,,
2017-12-28,20900.0,20200.0,20300.0,20750.0,59917.0,20750.0,19650.0,20362.5,20480.0,21591.666666666668,20607.777777777777,,
2018-01-03,21450.0,20400.0,20900.0,21450.0,104060.0,21450.0,20140.0,20293.75,20525.0,21641.666666666668,20708.88888888889,20143.333333333332,
2018-01-04,22200.0,21300.0,21500.0,21400.0,125789.0,21400.0,20620.0,20250.0,20575.0,21686.666666666668,20807.777777777777,20140.0,
2018-01-05,22450.0,21550.0,21950.0,21950.0,145531.0,21950.0,21170.0,20381.25,20570.0,21780.0,20902.222222222223,20145.833333333332,
2018-01-08,22250.0,21550.0,22150.0,21600.0,93894.0,21600.0,21430.0,20706.25,20555.0,21821.666666666668,20997.777777777777,20169.166666666668,
2018-01-09,22350.0,21500.0,22100.0,21600.0,151224.0,21600.0,21600.0,21031.25,20625.0,21851.666666666668,21095.555555555555,20215.0,
2018-01-10,22000.0,21150.0,22000.0,21400.0,80089.0,21400.0,21590.0,21306.25,20865.0,21845.0,21195.555555555555,20255.0,
2018-01-11,21400.0,20700.0,21250.0,20800.0,110275.0,20800.0,21470.0,21368.75,21045.0,21755.0,21285.555555555555,20278.333333333332,
2018-01-12,21250.0,20300.0,21000.0,20500.0,86249.0,20500.0,21180.0,21337.5,21175.0,21653.333333333332,21312.222222222223,20290.0,
2018-01-15,20700.0,19950.0,20550.0,20700.0,63355.0,20700.0,21000.0,21243.75,21215.0,21506.666666666668,21338.88888888889,20322.5,
2018-01-16,22350.0,21050.0,21050.0,22150.0,250676.0,22150.0,21110.0,21337.5,21355.0,21455.0,21402.222222222223,20390.0,
2018-01-17,23950.0,22550.0,22600.0,23400.0,562899.0,23400.0,21510.0,21518.75,21550.0,21463.333333333332,21480.0,20500.0,
2018-01-18,23750.0,22650.0,23650.0,23250.0,210843.0,23250.0,22000.0,21725.0,21735.0,21505.0,21525.555555555555,20607.5,
2018-01-19,24100.0,22900.0,23500.0,23900.0,192553.0,23900.0,22680.0,22012.5,21930.0,21520.0,21610.0,20738.333333333332,
2018-01-22,24200.0,23200.0,23850.0,23250.0,161072.0,23250.0,23190.0,22243.75,22095.0,21486.666666666668,21668.88888888889,20847.5,
2018-01-23,23500.0,22450.0,23300.0,22800.0,130203.0,22800.0,23320.0,22493.75,22215.0,21448.333333333332,21731.11111111111,20958.333333333332,
2018-01-24,23650.0,22700.0,22700.0,23550.0,181078.0,23550.0,23350.0,22875.0,22430.0,21466.666666666668,21811.11111111111,21069.166666666668,
2018-01-25,23800.0,23000.0,23500.0,23450.0,121036.0,23450.0,23390.0,23218.75,22695.0,21515.0,21886.666666666668,21177.5,
2018-01-26,23650.0,22200.0,23550.0,22950.0,118588.0,22950.0,23200.0,23318.75,22940.0,21576.666666666668,21971.11111111111,21265.0,
2018-01-29,23700.0,22500.0,22950.0,23600.0,204489.0,23600.0,23270.0,23343.75,23230.0,21663.333333333332,22043.333333333332,21370.0,
2018-01-30,24850.0,23300.0,24200.0,23300.0,399417.0,23300.0,23370.0,23350.0,23345.0,21726.666666666668,22101.11111111111,21471.666666666668,
2018-01-31,23200.0,22400.0,23000.0,22800.0,166188.0,22800.0,23220.0,23212.5,23285.0,21786.666666666668,22127.777777777777,21570.0,
2020-03-12,21700.0,19600.0,21150.0,20100.0,156541.0,20100.0,22550.0,22818.75,22970.0,21760.0,22052.222222222223,21625.833333333332,
