,날짜,종가,전일비,시가,고가,저가,거래량,5일선,8일선,10일선,30일선,45일선,60일선,120일선
266,2019.06.24,56600.0,200.0,56900.0,57000.0,56100.0,216091.0,56500.0,56487.5,56390.0,55663.333333333336,58093.333333333336,59805.0,65706.66666666667
265,2019.06.25,57300.0,700.0,56600.0,58200.0,56100.0,423201.0,56880.0,56662.5,56530.0,55710.0,57968.88888888889,59711.666666666664,65571.66666666667
264,2019.06.26,57000.0,300.0,57100.0,58100.0,56800.0,354276.0,57080.0,56687.5,56620.0,55783.333333333336,57833.333333333336,59590.0,65439.166666666664
260,2019.06.27,52300.0,4700.0,57000.0,57300.0,48700.0,1890261.0,56000.0,56137.5,56260.0,55660.0,57553.333333333336,59383.333333333336,65262.5
259,2019.06.28,49400.0,2900.0,51400.0,52000.0,49300.0,2035396.0,54520.0,55387.5,55520.0,55443.333333333336,57202.22222222222,59133.333333333336,65062.5
258,2019.07.01,50900.0,1500.0,49100.0,52000.0,49100.0,1127656.0,53380.0,54750.0,54940.0,55273.333333333336,56891.11111111111,58883.333333333336,64892.5
257,2019.07.02,49000.0,1900.0,50800.0,51200.0,48450.0,991961.0,51720.0,53662.5,54300.0,55106.666666666664,56562.22222222222,58603.333333333336,64700.833333333336
256,2019.07.03,48900.0,100.0,48650.0,49650.0,48550.0,459788.0,50100.0,52675.0,53590.0,54893.333333333336,56240.0,58338.333333333336,64512.5
253,2019.07.04,46600.0,2300.0,47950.0,48300.0,46200.0,1182895.0,48960.0,51425.0,52480.0,54546.666666666664,55848.88888888889,58043.333333333336,64315.0
252,2019.07.05,49500.0,2900.0,46600.0,49700.0,46600.0,878557.0,48980.0,50450.0,51750.0,54340.0,55495.555555555555,57775.0,64140.0
251,2019.07.08,47300.0,2200.0,49250.0,49400.0,47300.0,588438.0,48260.0,49237.5,50820.0,54050.0,55128.88888888889,57470.0,63928.333333333336
250,2019.07.09,42000.0,5300.0,46000.0,46750.0,42000.0,2844106.0,46860.0,47950.0,49290.0,53616.666666666664,54644.444444444445,57070.0,63682.5
249,2019.07.10,44800.0,2800.0,41800.0,47800.0,40050.0,5591892.0,46040.0,47375.0,48070.0,53206.666666666664,54246.666666666664,56726.666666666664,63468.333333333336
245,2019.07.11,44800.0,0.0,45600.0,45600.0,43800.0,841944.0,45680.0,46612.5,47320.0,52880.0,53886.666666666664,56393.333333333336,63254.166666666664
244,2019.07.12,45150.0,350.0,44800.0,45800.0,44350.0,608214.0,44810.0,46131.25,46895.0,52615.0,53605.555555555555,56065.833333333336,63055.416666666664
243,2019.07.15,43800.0,1350.0,44150.0,44600.0,43550.0,618465.0,44110.0,45493.75,46185.0,52241.666666666664,53303.333333333336,55715.833333333336,62861.25
242,2019.07.16,45500.0,1700.0,43800.0,47550.0,43800.0,1608122.0,44810.0,45356.25,45835.0,51905.0,53072.22222222222,55425.833333333336,62661.25
241,2019.07.17,46450.0,950.0,45350.0,47500.0,44800.0,1102298.0,45140.0,44975.0,45590.0,51603.333333333336,52886.666666666664,55148.333333333336,62466.666666666664
238,2019.07.18,46400.0,50.0,46950.0,47200.0,45700.0,585475.0,45460.0,44862.5,45570.0,51323.333333333336,52673.333333333336,54840.0,62269.166666666664
237,2019.07.19,49000.0,2600.0,46700.0,49150.0,46600.0,1392720.0,46230.0,45737.5,45520.0,51140.0,52520.0,54570.0,62102.5
236,2019.07.22,49550.0,550.0,49350.0,51500.0,49150.0,974148.0,47380.0,46331.25,45745.0,50985.0,52376.666666666664,54314.166666666664,61925.416666666664
235,2019.07.23,48800.0,750.0,49700.0,50400.0,48300.0,766791.0,48040.0,46831.25,46425.0,50748.333333333336,52261.11111111111,54064.166666666664,61737.916666666664
234,2019.07.24,48450.0,350.0,49000.0,50400.0,48000.0,605484.0,48440.0,47243.75,46790.0,50493.333333333336,52108.88888888889,53815.0,61547.5
230,2019.07.25,48250.0,200.0,48200.0,49100.0,48100.0,387837.0,48810.0,47800.0,47135.0,50238.333333333336,51914.444444444445,53549.166666666664,61358.75
229,2019.07.26,47000.0,1250.0,48150.0,48600.0,46100.0,776439.0,48410.0,47987.5,47320.0,49911.666666666664,51721.11111111111,53242.5,61157.916666666664
228,2019.07.29,45700.0,1300.0,46500.0,47500.0,45700.0,506952.0,47640.0,47893.75,47510.0,49545.0,51492.22222222222,52940.833333333336,60910.416666666664
227,2019.07.30,44000.0,1700.0,45750.0,46800.0,41300.0,1011979.0,46680.0,47593.75,47360.0,49165.0,51247.77777777778,52610.833333333336,60659.583333333336
226,2019.07.31,44250.0,250.0,44100.0,45250.0,42100.0,1208576.0,45840.0,47000.0,47140.0,48773.333333333336,50962.22222222222,52303.333333333336,60418.333333333336
223,2019.08.01,44550.0,300.0,44600.0,45450.0,43800.0,664665.0,45100.0,46375.0,46955.0,48335.0,50738.88888888889,52029.166666666664,60177.916666666664
222,2019.08.02,31200.0,13350.0,31200.0,31200.0,31200.0,217818.0,41940.0,44175.0,45175.0,47481.666666666664,50252.22222222222,51585.833333333336,59822.916666666664
221,2019.08.05,21850.0,9350.0,21850.0,21850.0,21850.0,235177.0,37170.0,40850.0,42405.0,46323.333333333336,49515.555555555555,50993.333333333336,59400.833333333336
220,2019.08.06,15300.0,6550.0,15300.0,17850.0,15300.0,45303581.0,31430.0,36731.25,39055.0,44923.333333333336,48620.0,50316.666666666664,58925.833333333336
219,2019.08.07,14200.0,1100.0,15850.0,16300.0,12600.0,43331944.0,25420.0,32631.25,35630.0,43496.666666666664,47702.22222222222,49640.0,58449.166666666664
215,2019.08.08,14650.0,450.0,14700.0,15350.0,14150.0,17472876.0,19440.0,28750.0,32270.0,42241.666666666664,46810.0,48950.833333333336,57952.916666666664
214,2019.08.09,13950.0,700.0,14900.0,15000.0,13750.0,8772205.0,15990.0,24993.75,28965.0,41060.0,45908.88888888889,48251.666666666664,57450.0
213,2019.08.12,14900.0,950.0,13700.0,15250.0,13350.0,14536209.0,14600.0,21325.0,25885.0,39860.0,45035.555555555555,47566.666666666664,56961.666666666664
212,2019.08.13,14450.0,450.0,14700.0,15200.0,14350.0,5494896.0,14430.0,17562.5,22930.0,38708.333333333336,44114.444444444445,46907.5,56469.583333333336
211,2019.08.14,13600.0,850.0,14650.0,14800.0,13400.0,6457273.0,14310.0,15362.5,19865.0,37531.666666666664,43170.0,46212.5,55971.25
208,2019.08.16,13600.0,0.0,13150.0,14200.0,12750.0,6895919.0,14100.0,14331.25,16770.0,36431.666666666664,42230.0,45489.166666666664,55484.583333333336
207,2019.08.19,13500.0,100.0,13900.0,14050.0,13400.0,2454388.0,14010.0,14106.25,15000.0,35231.666666666664,41267.77777777778,44785.833333333336,54986.25
206,2019.08.20,13650.0,150.0,13450.0,13850.0,13350.0,2696297.0,13760.0,14037.5,14180.0,34110.0,40311.11111111111,44080.0,54493.333333333336
205,2019.08.21,13800.0,150.0,13650.0,14150.0,13500.0,3746065.0,13630.0,13931.25,14030.0,33170.0,39386.666666666664,43393.333333333336,53995.833333333336
204,2019.08.22,14600.0,800.0,14050.0,15150.0,14000.0,10528454.0,13830.0,14012.5,14070.0,32163.333333333332,38466.666666666664,42685.0,53498.333333333336
200,2019.08.23,15000.0,400.0,14350.0,15550.0,14350.0,9862603.0,14110.0,14025.0,14105.0,31170.0,37517.77777777778,42025.0,52972.5
199,2019.08.26,13700.0,1300.0,14750.0,14900.0,13700.0,6127881.0,14150.0,13931.25,14080.0,30121.666666666668,36560.0,41368.333333333336,52432.5
198,2019.08.27,12850.0,850.0,13800.0,14100.0,12650.0,5958254.0,13990.0,13837.5,13875.0,29090.0,35587.77777777778,40665.833333333336,51898.75
197,2019.08.28,10350.0,2500.0,12850.0,13150.0,9000.0,42750442.0,13300.0,13431.25,13465.0,27918.333333333332,34544.444444444445,39911.666666666664,51360.833333333336
196,2019.08.29,10200.0,150.0,10400.0,10950.0,10100.0,11217844.0,12420.0,13018.75,13125.0,26710.0,33504.444444444445,39156.666666666664,50823.333333333336
193,2019.08.30,10500.0,300.0,10500.0,10800.0,10250.0,5269126.0,11520.0,12625.0,12815.0,25513.333333333332,32575.555555555555,38418.333333333336,50285.0
192,2019.09.02,12050.0,1550.0,10650.0,12600.0,10500.0,17028457.0,11190.0,12406.25,12670.0,24281.666666666668,31745.555555555555,37710.833333333336,49770.416666666664
191,2019.09.03,11750.0,300.0,12200.0,13300.0,11450.0,12287296.0,10970.0,12050.0,12480.0,23021.666666666668,30875.555555555555,37003.333333333336,49299.166666666664
190,2019.09.04,12400.0,650.0,12000.0,12400.0,11750.0,5070808.0,11380.0,11725.0,12340.0,21808.333333333332,30062.222222222223,36278.333333333336,48833.333333333336
189,2019.09.05,12250.0,150.0,12650.0,12700.0,12000.0,3468035.0,11790.0,11543.75,12105.0,20601.666666666668,29247.777777777777,35547.5,48386.25
185,2019.09.06,11800.0,450.0,12350.0,12400.0,11700.0,2398999.0,12050.0,11412.5,11785.0,19386.666666666668,28474.444444444445,34812.5,47930.416666666664
184,2019.09.09,11350.0,450.0,11700.0,11750.0,11250.0,2333340.0,11910.0,11537.5,11550.0,18198.333333333332,27626.666666666668,34055.0,47470.0
183,2019.09.10,11700.0,350.0,11350.0,11950.0,11300.0,2753823.0,11900.0,11725.0,11435.0,17065.0,26835.555555555555,33305.0,47002.5
182,2019.09.11,11500.0,200.0,11750.0,11800.0,11350.0,1984324.0,11720.0,11850.0,11550.0,15981.666666666666,26157.777777777777,32573.333333333332,46536.666666666664
181,2019.09.16,11700.0,200.0,11600.0,11800.0,11300.0,1749718.0,11610.0,11806.25,11700.0,14896.666666666666,25422.222222222223,31835.0,46057.5
178,2019.09.17,11750.0,50.0,11600.0,12100.0,11500.0,2898166.0,11600.0,11806.25,11825.0,13803.333333333334,24687.777777777777,31069.166666666668,45590.416666666664
177,2019.09.18,11550.0,200.0,11850.0,11900.0,11550.0,1453369.0,11640.0,11700.0,11775.0,13148.333333333334,23941.11111111111,30315.0,45125.833333333336
176,2019.09.19,10950.0,600.0,11000.0,11250.0,10600.0,3652290.0,11490.0,11537.5,11695.0,12785.0,23211.11111111111,29554.166666666668,44679.583333333336
175,2019.09.20,10300.0,650.0,10800.0,10950.0,10150.0,4754470.0,11250.0,11350.0,11485.0,12618.333333333334,22428.88888888889,28770.833333333332,44241.25
174,2019.09.23,9910.0,390.0,10200.0,10200.0,9680.0,3920517.0,10892.0,11170.0,11251.0,12475.333333333334,21616.88888888889,27986.0,43788.0
170,2019.09.24,10050.0,140.0,9730.0,10350.0,9730.0,3085993.0,10552.0,10963.75,11076.0,12322.0,20809.11111111111,27281.833333333332,43332.583333333336
169,2019.09.25,9250.0,800.0,9950.0,10050.0,9090.0,3677009.0,10092.0,10682.5,10866.0,12165.333333333334,19925.777777777777,26612.666666666668,42873.0
168,2019.09.26,9250.0,0.0,9450.0,9600.0,9120.0,2229881.0,9752.0,10376.25,10621.0,11977.0,19030.222222222223,25918.5,42400.916666666664
167,2019.09.27,8900.0,350.0,9250.0,9300.0,8710.0,3233749.0,9472.0,10020.0,10361.0,11792.0,18143.555555555555,25250.166666666668,41926.75
166,2019.09.30,8140.0,760.0,9020.0,9120.0,7820.0,5722270.0,9118.0,9593.75,10005.0,11610.0,17247.777777777777,24570.833333333332,41454.583333333336
163,2019.10.01,10550.0,2410.0,8140.0,10550.0,8140.0,16582556.0,9218.0,9543.75,9885.0,11508.333333333334,16410.0,23970.0,41006.666666666664
162,2019.10.02,9520.0,1030.0,11350.0,11600.0,9500.0,22184062.0,9272.0,9446.25,9682.0,11375.666666666666,15577.111111111111,23303.666666666668,40539.333333333336
161,2019.10.04,10950.0,1430.0,9390.0,11850.0,9330.0,31799162.0,9612.0,9576.25,9682.0,11285.666666666666,14804.888888888889,22697.833333333332,40083.916666666664
160,2019.10.07,14200.0,3250.0,11350.0,14200.0,11250.0,39547526.0,10672.0,10095.0,10072.0,11299.0,14142.666666666666,22234.5,39652.25
159,2019.10.08,16350.0,2150.0,14850.0,17950.0,14750.0,60037508.0,12314.0,10982.5,10716.0,11357.333333333334,13522.666666666666,21760.333333333332,39243.5
155,2019.10.10,15100.0,1250.0,15500.0,16200.0,14100.0,25759204.0,13224.0,11713.75,11221.0,11360.666666666666,12868.222222222223,21265.333333333332,38829.333333333336
154,2019.10.11,13450.0,1650.0,14750.0,16550.0,13150.0,22243388.0,14010.0,12282.5,11641.0,11352.333333333334,12473.777777777777,20737.0,38401.416666666664
153,2019.10.14,13700.0,250.0,14350.0,15100.0,13400.0,11318078.0,14560.0,12977.5,12086.0,11380.666666666666,12292.666666666666,20235.333333333332,37975.583333333336
152,2019.10.15,13800.0,100.0,13500.0,14500.0,13200.0,9036768.0,14480.0,13383.75,12576.0,11495.666666666666,12259.333333333334,19707.0,37566.416666666664
151,2019.10.16,13600.0,200.0,14300.0,14400.0,13300.0,4977032.0,13930.0,13893.75,13122.0,11609.0,12246.0,19159.5,37153.916666666664
148,2019.10.17,13150.0,450.0,13500.0,14050.0,13050.0,4784074.0,13540.0,14168.75,13382.0,11697.333333333334,12212.666666666666,18605.333333333332,36722.666666666664
147,2019.10.18,12750.0,400.0,13300.0,13400.0,12100.0,6215509.0,13400.0,13987.5,13705.0,11720.666666666666,12186.0,18001.166666666668,36285.583333333336
146,2019.10.21,14300.0,1550.0,12750.0,14700.0,12600.0,20210169.0,13520.0,13731.25,14040.0,11805.666666666666,12172.666666666666,17413.666666666668,35863.916666666664
145,2019.10.22,14850.0,550.0,14900.0,16750.0,14150.0,38460628.0,13730.0,13700.0,14105.0,11887.333333333334,12181.555555555555,16847.833333333332,35456.0
144,2019.10.23,19300.0,4450.0,15250.0,19300.0,15150.0,55970627.0,14870.0,14431.25,14400.0,12122.333333333334,12308.222222222223,16362.0,35088.5
140,2019.10.24,20700.0,1400.0,21800.0,22350.0,18500.0,50541267.0,16380.0,15306.25,14960.0,12419.0,12466.0,15902.833333333334,34726.0
139,2019.10.25,18800.0,1900.0,19800.0,20400.0,18450.0,15407189.0,17590.0,15931.25,15495.0,12667.333333333334,12583.777777777777,15432.833333333334,34337.666666666664
138,2019.10.28,19700.0,900.0,19150.0,20500.0,18800.0,16300778.0,18670.0,16693.75,16095.0,12934.0,12718.222222222223,14999.5,33970.166666666664
137,2019.10.29,20150.0,450.0,19750.0,21650.0,18750.0,20492787.0,19730.0,17568.75,16730.0,13222.333333333334,12859.333333333334,14602.0,33606.416666666664
136,2019.10.30,19600.0,550.0,20400.0,21150.0,19500.0,9492220.0,19790.0,18425.0,17330.0,13485.666666666666,12970.444444444445,14191.166666666666,33247.25
133,2019.10.31,19250.0,350.0,20000.0,20350.0,19100.0,6659214.0,19500.0,19043.75,17940.0,13735.666666666666,13064.888888888889,13769.5,32899.333333333336
132,2019.11.01,18050.0,1200.0,18100.0,18950.0,18000.0,6780176.0,19350.0,19443.75,18470.0,13952.333333333334,13161.555555555555,13550.333333333334,32568.083333333332
131,2019.11.04,18350.0,300.0,18250.0,18600.0,17050.0,8608250.0,19080.0,19325.0,18875.0,14199.0,13283.777777777777,13492.0,32242.666666666668
130,2019.11.05,19350.0,1000.0,18550.0,20200.0,17900.0,11700915.0,18920.0,19156.25,19325.0,14500.666666666666,13483.777777777777,13559.5,31938.083333333332
129,2019.11.06,18450.0,900.0,19100.0,19200.0,18400.0,4028944.0,18690.0,19112.5,19240.0,14785.333333333334,13667.111111111111,13630.333333333334,31635.166666666668
125,2019.11.07,17600.0,850.0,18450.0,18950.0,17450.0,5157194.0,18360.0,18850.0,18930.0,15037.0,13824.888888888889,13679.5,31315.166666666668
124,2019.11.08,17550.0,50.0,17250.0,18450.0,16850.0,7750166.0,18260.0,18525.0,18805.0,15313.666666666666,13947.111111111111,13739.5,30995.583333333332
123,2019.11.11,17950.0,400.0,17750.0,18550.0,17450.0,4731428.0,18180.0,18318.75,18630.0,15603.666666666666,14084.888888888889,13790.333333333334,30678.5
122,2019.11.12,17450.0,500.0,17900.0,18350.0,17400.0,2998710.0,17800.0,18093.75,18360.0,15888.666666666666,14197.111111111111,13840.333333333334,30373.916666666668
121,2019.11.13,17050.0,400.0,17450.0,17750.0,17050.0,2288086.0,17520.0,17968.75,18105.0,16185.666666666666,14303.777777777777,13897.833333333334,30055.166666666668
118,2019.11.14,16400.0,650.0,17200.0,17250.0,16200.0,3260422.0,17280.0,17725.0,17820.0,16380.666666666666,14406.0,13944.5,29716.833333333332
117,2019.11.15,18500.0,2100.0,16400.0,19150.0,16150.0,18396932.0,17470.0,17618.75,17865.0,16680.0,14564.888888888889,14027.833333333334,29406.833333333332
116,2019.11.18,18650.0,150.0,18550.0,20150.0,18300.0,7686170.0,17610.0,17643.75,17895.0,16936.666666666668,14719.333333333334,14111.166666666666,29095.583333333332
115,2019.11.19,18850.0,200.0,18850.0,19950.0,18450.0,9228092.0,17890.0,17800.0,17845.0,17091.666666666668,14882.666666666666,14195.333333333334,28794.333333333332
114,2019.11.20,18150.0,700.0,19200.0,19550.0,18100.0,6444952.0,18110.0,17875.0,17815.0,17151.666666666668,15026.0,14254.5,28469.75
110,2019.11.21,17600.0,550.0,18250.0,18450.0,17400.0,2923192.0,18350.0,17831.25,17815.0,17235.0,15156.0,14297.833333333334,28161.416666666668
109,2019.11.22,17050.0,550.0,17550.0,18050.0,17000.0,2474257.0,18060.0,17781.25,17765.0,17355.0,15278.222222222223,14353.666666666666,27861.0
108,2019.11.25,17400.0,350.0,17350.0,18050.0,17350.0,2509961.0,17810.0,17825.0,17710.0,17478.333333333332,15421.555555555555,14429.5,27547.666666666668
107,2019.11.26,16600.0,800.0,17650.0,17750.0,16600.0,6179093.0,17360.0,17850.0,17625.0,17571.666666666668,15561.555555555555,14533.666666666666,27222.666666666668
106,2019.11.27,15150.0,1450.0,16750.0,16800.0,15100.0,7392710.0,16760.0,17431.25,17435.0,17623.333333333332,15678.0,14616.166666666666,26886.416666666668
103,2019.11.28,15150.0,0.0,15050.0,16050.0,15000.0,4003367.0,16270.0,16993.75,17310.0,17690.0,15791.333333333334,14693.666666666666,26556.0
102,2019.11.29,14500.0,650.0,15250.0,15600.0,14400.0,3067317.0,15760.0,16450.0,16910.0,17748.333333333332,15908.0,14734.5,26222.666666666668
101,2019.12.02,14400.0,100.0,14500.0,14700.0,14000.0,2659568.0,15160.0,15981.25,16485.0,17751.666666666668,16022.444444444445,14778.666666666666,25891.0
100,2019.12.03,13650.0,750.0,14200.0,14650.0,13550.0,2905504.0,14570.0,15487.5,15965.0,17711.666666666668,16128.0,14799.5,25538.916666666668
99,2019.12.04,13750.0,100.0,14050.0,14650.0,13350.0,3064282.0,14290.0,15075.0,15525.0,17526.666666666668,16252.666666666666,14824.5,25186.0
95,2019.12.05,13200.0,550.0,13800.0,13850.0,13000.0,1864402.0,13900.0,14550.0,15085.0,17276.666666666668,16311.555555555555,14847.833333333334,24830.166666666668
94,2019.12.06,13750.0,550.0,13300.0,13950.0,13300.0,1965387.0,13750.0,14193.75,14755.0,17108.333333333332,16405.555555555555,14887.833333333334,24471.416666666668
93,2019.12.09,14050.0,300.0,13850.0,14200.0,13500.0,1594531.0,13680.0,14056.25,14420.0,16920.0,16474.444444444445,14927.0,24116.0
92,2019.12.10,14350.0,300.0,14300.0,14500.0,14100.0,1542255.0,13820.0,13956.25,14195.0,16726.666666666668,16477.777777777777,14974.5,23773.916666666668
91,2019.12.11,13850.0,500.0,14250.0,14350.0,13800.0,1083082.0,13840.0,13875.0,14065.0,16535.0,16422.222222222223,15010.333333333334,23422.666666666668
88,2019.12.12,14400.0,550.0,13900.0,14550.0,13700.0,1846038.0,14080.0,13875.0,13990.0,16373.333333333334,16406.666666666668,15054.5,23061.833333333332
87,2019.12.13,14250.0,150.0,14600.0,14800.0,14150.0,1288498.0,14180.0,13950.0,13965.0,16246.666666666666,16424.444444444445,15099.5,22707.25
86,2019.12.16,13850.0,400.0,14150.0,14250.0,13800.0,1222888.0,14140.0,13962.5,13910.0,16096.666666666666,16427.777777777777,15147.833333333334,22351.0
85,2019.12.17,14250.0,400.0,13900.0,14600.0,13900.0,1740494.0,14120.0,14093.75,13970.0,15926.666666666666,16437.777777777777,15213.666666666666,21992.25
84,2019.12.18,13950.0,300.0,14350.0,14450.0,13850.0,1067870.0,14140.0,14118.75,13990.0,15776.666666666666,16445.555555555555,15281.0,21633.5
80,2019.12.19,14050.0,100.0,13950.0,14250.0,13900.0,778560.0,14070.0,14118.75,14075.0,15658.333333333334,16465.555555555555,15347.666666666666,21314.75
79,2019.12.20,14000.0,50.0,14050.0,14150.0,13900.0,722286.0,14020.0,14075.0,14100.0,15540.0,16493.333333333332,15426.833333333334,21019.75
78,2019.12.23,14300.0,300.0,14050.0,15000.0,13950.0,3302900.0,14110.0,14131.25,14125.0,15418.333333333334,16493.333333333332,15511.0,20714.75
77,2019.12.24,13650.0,650.0,14400.0,14400.0,13500.0,1428894.0,13990.0,14037.5,14055.0,15291.666666666666,16466.666666666668,15590.166666666666,20420.166666666668
76,2019.12.26,13900.0,250.0,13700.0,14050.0,13500.0,1010976.0,13980.0,13993.75,14060.0,15186.666666666666,16346.666666666666,15686.166666666666,20128.5
73,2019.12.27,14050.0,150.0,13900.0,14300.0,13900.0,1200104.0,13980.0,14018.75,14025.0,15108.333333333334,16198.888888888889,15744.5,19857.25
72,2019.12.30,14550.0,500.0,14250.0,14750.0,14150.0,2032424.0,14090.0,14056.25,14055.0,14976.666666666666,16104.444444444445,15828.333333333334,19566.0
71,2020.01.02,14400.0,150.0,14650.0,14650.0,14200.0,1160611.0,14110.0,14112.5,14110.0,14835.0,15986.666666666666,15885.833333333334,19291.833333333332
70,2020.01.03,13900.0,500.0,14450.0,14450.0,13800.0,2188722.0,14160.0,14093.75,14075.0,14670.0,15847.777777777777,15880.833333333334,19057.666666666668
69,2020.01.06,12900.0,1000.0,13600.0,13600.0,12800.0,2719589.0,13960.0,13956.25,13970.0,14495.0,15698.888888888889,15823.333333333334,18791.833333333332
65,2020.01.07,16750.0,3850.0,13050.0,16750.0,12950.0,25117828.0,14500.0,14262.5,14240.0,14466.666666666666,15643.333333333334,15850.833333333334,18558.083333333332
64,2020.01.08,16850.0,100.0,17250.0,19700.0,16700.0,43905092.0,14960.0,14662.5,14525.0,14460.0,15616.666666666666,15907.5,18322.25
63,2020.01.09,17300.0,450.0,18050.0,18700.0,16950.0,13484989.0,15540.0,15087.5,14825.0,14456.666666666666,15593.333333333334,15967.5,18101.416666666668
62,2020.01.10,17100.0,200.0,17650.0,18100.0,16450.0,11638692.0,16180.0,15468.75,15170.0,14473.333333333334,15543.333333333334,16022.5,17864.75
61,2020.01.13,17200.0,100.0,16950.0,17450.0,16500.0,5209388.0,17040.0,15800.0,15500.0,14541.666666666666,15515.555555555555,16082.5,17621.0
58,2020.01.14,17100.0,100.0,17350.0,18050.0,16950.0,5341221.0,17110.0,16137.5,15805.0,14606.666666666666,15504.444444444445,16148.333333333334,17376.833333333332
57,2020.01.15,16950.0,150.0,17050.0,17400.0,16800.0,2137923.0,17130.0,16518.75,16045.0,14688.333333333334,15491.111111111111,16218.333333333334,17109.75
56,2020.01.16,15850.0,1100.0,16600.0,16950.0,15350.0,6123773.0,16840.0,16887.5,16190.0,14736.666666666666,15444.444444444445,16244.166666666666,16828.916666666668
55,2020.01.17,15650.0,200.0,16000.0,16250.0,15550.0,2435980.0,16550.0,16750.0,16365.0,14803.333333333334,15404.444444444445,16257.5,16552.666666666668
54,2020.01.20,15600.0,50.0,15700.0,16150.0,15150.0,3373415.0,16230.0,16593.75,16635.0,14865.0,15372.222222222223,16195.833333333334,16278.916666666666
50,2020.01.21,16350.0,750.0,15550.0,17800.0,15450.0,13792283.0,16080.0,16475.0,16595.0,14970.0,15371.111111111111,16123.333333333334,16013.083333333334
49,2020.01.22,15950.0,400.0,16150.0,16550.0,15900.0,3533465.0,15880.0,16331.25,16505.0,15043.333333333334,15314.444444444445,16075.833333333334,15754.333333333334
48,2020.01.23,15650.0,300.0,16100.0,16400.0,15600.0,2298348.0,15840.0,16137.5,16340.0,15096.666666666666,15247.777777777777,16008.333333333334,15503.916666666666
47,2020.01.28,15000.0,650.0,14750.0,15300.0,14600.0,3042208.0,15710.0,15875.0,16130.0,15118.333333333334,15162.222222222223,15922.5,15262.25
46,2020.01.29,14600.0,400.0,15100.0,15300.0,14600.0,2024058.0,15510.0,15581.25,15870.0,15143.333333333334,15083.333333333334,15839.166666666666,15015.166666666666
43,2020.01.30,13800.0,800.0,14550.0,14800.0,13650.0,3167467.0,15000.0,15325.0,15540.0,15123.333333333334,14998.888888888889,15748.333333333334,14758.916666666666
42,2020.01.31,13000.0,800.0,13850.0,14150.0,12850.0,2674308.0,14410.0,14993.75,15145.0,15081.666666666666,14908.888888888889,15664.166666666666,14607.25
41,2020.02.03,13150.0,150.0,12600.0,13400.0,12450.0,2577917.0,13910.0,14687.5,14875.0,15058.333333333334,14814.444444444445,15577.5,14534.75
40,2020.02.04,13650.0,500.0,13250.0,13750.0,13200.0,1739670.0,13640.0,14350.0,14675.0,15038.333333333334,14748.888888888889,15482.5,14521.0
39,2020.02.05,12450.0,1200.0,13750.0,14050.0,11600.0,5292116.0,13210.0,13912.5,14360.0,14988.333333333334,14688.888888888889,15382.5,14506.416666666666
35,2020.02.06,12650.0,200.0,12000.0,12900.0,11650.0,5028799.0,12980.0,13537.5,13990.0,14941.666666666666,14633.333333333334,15300.0,14489.75
34,2020.02.07,13050.0,400.0,12700.0,14800.0,12300.0,12620664.0,12990.0,13293.75,13700.0,14910.0,14601.111111111111,15225.0,14482.25
33,2020.02.10,13200.0,150.0,13300.0,13450.0,13050.0,2144716.0,13000.0,13118.75,13455.0,14873.333333333334,14574.444444444445,15145.833333333334,14468.083333333334
32,2020.02.11,13100.0,100.0,13250.0,13500.0,13050.0,1339485.0,12890.0,13031.25,13265.0,14855.0,14562.222222222223,15073.333333333334,14456.833333333334
31,2020.02.12,13150.0,50.0,13150.0,13300.0,12900.0,1393190.0,13030.0,13050.0,13120.0,14830.0,14548.888888888889,15008.333333333334,14453.083333333334
28,2020.02.13,12850.0,300.0,13250.0,13300.0,12800.0,1580393.0,13070.0,13012.5,13025.0,14790.0,14541.111111111111,14949.166666666666,14446.833333333334
27,2020.02.14,12400.0,450.0,12850.0,12950.0,12250.0,1981059.0,12940.0,12856.25,12965.0,14718.333333333334,14511.111111111111,14847.5,14437.666666666666
26,2020.02.17,12400.0,0.0,12400.0,12650.0,12250.0,1166880.0,12780.0,12850.0,12890.0,14651.666666666666,14474.444444444445,14743.333333333334,14427.25
25,2020.02.18,12550.0,150.0,12450.0,13100.0,12350.0,2257347.0,12670.0,12837.5,12780.0,14606.666666666666,14434.444444444445,14638.333333333334,14416.833333333334
24,2020.02.19,12600.0,50.0,12500.0,12750.0,12400.0,1233480.0,12560.0,12781.25,12795.0,14596.666666666666,14406.666666666666,14545.833333333334,14400.166666666666
20,2020.02.20,12200.0,400.0,12700.0,12800.0,12100.0,1626915.0,12430.0,12656.25,12750.0,14445.0,14357.777777777777,14455.833333333334,14376.833333333334
19,2020.02.21,11900.0,300.0,12050.0,13750.0,11700.0,6932837.0,12330.0,12506.25,12635.0,14280.0,14305.555555555555,14370.0,14361.833333333334
18,2020.02.24,10850.0,1050.0,11450.0,11600.0,10850.0,2287405.0,12020.0,12218.75,12400.0,14065.0,14238.888888888889,14260.833333333334,14345.166666666666
17,2020.02.25,11650.0,800.0,10700.0,11650.0,10700.0,2247518.0,11840.0,12068.75,12255.0,13883.333333333334,14181.111111111111,14178.333333333334,14356.0
16,2020.02.26,11850.0,200.0,11300.0,12050.0,11200.0,1797667.0,11690.0,12000.0,12125.0,13705.0,14134.444444444445,14123.333333333334,14369.75
