,날짜,종가,전일비,시가,고가,저가,거래량,5일선,8일선,10일선,30일선,45일선,60일선,120일선
519,2018.10.17,88300.0,100.0,91400.0,92300.0,86100.0,2472552.0,86160.0,85650.0,87180.0,87223.33333333333,78717.77777777778,72963.33333333333,75241.66666666667
515,2018.10.18,85800.0,2500.0,88300.0,89100.0,85600.0,1298097.0,87400.0,85350.0,86620.0,87800.0,79315.55555555556,73275.0,75091.66666666667
514,2018.10.19,86000.0,200.0,85300.0,86200.0,82200.0,2738449.0,86660.0,85812.5,85700.0,88120.0,79844.44444444444,73671.66666666667,74968.33333333333
513,2018.10.22,88000.0,2000.0,85500.0,89200.0,84800.0,1765611.0,87260.0,86325.0,85680.0,88483.33333333333,80460.0,74108.33333333333,74888.33333333333
512,2018.10.23,81500.0,6500.0,86300.0,86800.0,80700.0,2890989.0,85920.0,86562.5,85600.0,88610.0,81044.44444444444,74573.33333333333,74835.0
511,2018.10.24,77700.0,3800.0,83000.0,83900.0,75400.0,3335431.0,83800.0,85062.5,84980.0,88640.0,81504.44444444444,75030.0,74788.33333333333
508,2018.10.25,75500.0,2200.0,74500.0,76700.0,71400.0,4162679.0,81740.0,83875.0,84570.0,88650.0,81904.44444444444,75516.66666666667,74727.5
507,2018.10.26,70200.0,5300.0,77200.0,77200.0,70200.0,3717405.0,78580.0,81625.0,82620.0,88476.66666666667,82097.77777777778,75871.66666666667,74591.66666666667
506,2018.10.29,68700.0,1500.0,70600.0,72300.0,67000.0,4153231.0,74720.0,79175.0,80990.0,88220.0,82280.0,76193.33333333333,74425.83333333333
505,2018.10.30,71500.0,2800.0,68700.0,71700.0,67900.0,4142992.0,72720.0,77387.5,79320.0,88063.33333333333,82471.11111111111,76548.33333333333,74320.83333333333
504,2018.10.31,68900.0,2600.0,72300.0,72500.0,68300.0,2424842.0,70960.0,75250.0,77380.0,87536.66666666667,82624.44444444444,76826.66666666667,74180.0
500,2018.11.01,69000.0,100.0,70000.0,71400.0,68600.0,1839282.0,69660.0,72875.0,75700.0,86946.66666666667,82762.22222222222,77005.0,74070.0
499,2018.11.02,76000.0,7000.0,70800.0,76900.0,70200.0,3371093.0,70820.0,72187.5,74700.0,86376.66666666667,83006.66666666667,77296.66666666667,74075.83333333333
498,2018.11.05,76900.0,900.0,77500.0,78700.0,75700.0,2339659.0,72460.0,72087.5,73590.0,85810.0,83242.22222222222,77591.66666666667,74169.16666666667
497,2018.11.06,74800.0,2100.0,77200.0,77300.0,73500.0,1880017.0,73120.0,72000.0,72920.0,85126.66666666667,83406.66666666667,77863.33333333333,74210.0
496,2018.11.07,76200.0,1400.0,75200.0,77800.0,74000.0,2177460.0,74580.0,72750.0,72770.0,84353.33333333333,83631.11111111111,78150.0,74271.66666666667
493,2018.11.08,75600.0,600.0,78600.0,79200.0,75600.0,1627742.0,75900.0,73612.5,72780.0,83536.66666666667,83788.88888888889,78428.33333333333,74300.0
492,2018.11.09,72200.0,3400.0,75200.0,75600.0,71300.0,1486946.0,75140.0,73700.0,72980.0,82616.66666666667,83695.55555555556,78595.0,74316.66666666667
491,2018.11.12,65600.0,6600.0,69800.0,70100.0,65500.0,2869552.0,72880.0,73287.5,72670.0,81370.0,83440.0,78683.33333333333,74264.16666666667
490,2018.11.13,67700.0,2100.0,64200.0,68300.0,63500.0,3029453.0,71460.0,73125.0,72290.0,80213.33333333333,83217.77777777778,78891.66666666667,74203.33333333333
489,2018.11.14,69100.0,1400.0,67400.0,72000.0,66500.0,2900457.0,70040.0,72262.5,72310.0,78956.66666666667,83046.66666666667,79093.33333333333,74140.0
485,2018.11.15,71000.0,1900.0,70000.0,71700.0,68300.0,1762926.0,69120.0,71525.0,72510.0,78276.66666666667,82953.33333333333,79318.33333333333,74092.5
484,2018.11.16,71700.0,700.0,71400.0,73700.0,71000.0,1740396.0,69020.0,71137.5,72080.0,77493.33333333333,82871.11111111111,79488.33333333333,74049.16666666667
483,2018.11.19,75800.0,4100.0,72500.0,75900.0,72300.0,1954191.0,71060.0,71087.5,71970.0,77080.0,82857.77777777778,79743.33333333333,74060.83333333333
482,2018.11.20,72000.0,3800.0,74400.0,75500.0,71800.0,1915486.0,71920.0,70637.5,71690.0,76736.66666666667,82764.44444444444,79895.0,73990.83333333333
481,2018.11.21,72000.0,0.0,70100.0,72900.0,68600.0,2201457.0,72500.0,70612.5,71270.0,76340.0,82482.22222222222,80061.66666666667,73907.5
478,2018.11.22,71600.0,400.0,72300.0,73800.0,70700.0,1143191.0,72620.0,71362.5,70870.0,76073.33333333333,82146.66666666667,80208.33333333333,73833.33333333333
477,2018.11.23,70800.0,800.0,71600.0,73700.0,70500.0,1063366.0,72440.0,71750.0,70730.0,75443.33333333333,81651.11111111111,80305.0,73773.33333333333
476,2018.11.26,72900.0,2100.0,71500.0,73500.0,71300.0,1055003.0,71860.0,72225.0,71460.0,75040.0,81184.44444444444,80415.0,73702.5
475,2018.11.27,73100.0,200.0,74100.0,74800.0,72200.0,1000194.0,72080.0,72487.5,72000.0,74536.66666666667,80691.11111111111,80510.0,73640.83333333333
474,2018.11.28,72400.0,700.0,73500.0,73700.0,72100.0,679949.0,72160.0,72575.0,72330.0,74006.66666666667,80091.11111111111,80615.0,73560.83333333333
470,2018.11.29,70500.0,1900.0,74300.0,74300.0,70500.0,1011528.0,71940.0,71912.5,72280.0,73496.66666666667,79433.33333333333,80648.33333333333,73494.16666666667
469,2018.11.30,70700.0,200.0,70900.0,71700.0,70000.0,665775.0,71920.0,71750.0,72180.0,72986.66666666667,78786.66666666667,80553.33333333333,73412.5
468,2018.12.03,77600.0,6900.0,72400.0,77900.0,71800.0,3131233.0,72860.0,72450.0,72360.0,72640.0,78222.22222222222,80561.66666666667,73378.33333333333
467,2018.12.04,78200.0,600.0,77400.0,80100.0,76600.0,2503392.0,73880.0,73275.0,72980.0,72530.0,77684.44444444444,80570.0,73360.83333333333
466,2018.12.05,82200.0,4000.0,76800.0,82400.0,76400.0,2512966.0,75840.0,74700.0,74000.0,72680.0,77137.77777777778,80660.0,73394.16666666667
463,2018.12.06,76900.0,5300.0,81100.0,81800.0,76800.0,2401743.0,77120.0,75200.0,74530.0,72726.66666666667,76815.55555555556,80688.33333333333,73380.83333333333
462,2018.12.07,80200.0,3300.0,78400.0,81500.0,78100.0,2473374.0,79020.0,76087.5,75470.0,73060.0,76482.22222222222,80768.33333333333,73394.16666666667
461,2018.12.10,81800.0,1600.0,78500.0,82900.0,77600.0,2333404.0,79860.0,77262.5,76360.0,73496.66666666667,76340.0,80858.33333333333,73397.5
460,2018.12.11,77500.0,4300.0,82300.0,82900.0,77100.0,2287223.0,79720.0,78137.5,76800.0,73696.66666666667,76233.33333333333,80880.0,73385.83333333333
459,2018.12.12,80100.0,2600.0,78300.0,80200.0,77900.0,1218077.0,79300.0,79312.5,77570.0,74070.0,76148.88888888889,80803.33333333333,73447.5
455,2018.12.13,80800.0,700.0,80100.0,81700.0,78500.0,1642763.0,80080.0,79712.5,78600.0,74463.33333333333,76175.55555555556,80705.0,73497.5
454,2018.12.14,79000.0,1800.0,80300.0,82800.0,77400.0,2162227.0,79840.0,79812.5,79430.0,74563.33333333333,75937.77777777778,80470.0,73563.33333333333
453,2018.12.17,75200.0,3800.0,78700.0,78900.0,70900.0,3681972.0,78520.0,78937.5,79190.0,74506.66666666667,75720.0,80158.33333333333,73590.0
452,2018.12.18,73600.0,1600.0,72900.0,76100.0,72500.0,1593682.0,77740.0,78525.0,78730.0,74466.66666666667,75395.55555555556,79796.66666666667,73575.83333333333
451,2018.12.19,75600.0,2000.0,74500.0,77200.0,73700.0,1901530.0,76840.0,77950.0,78070.0,74446.66666666667,75113.33333333333,79400.0,73564.16666666667
448,2018.12.20,74200.0,1400.0,75100.0,77700.0,73600.0,2106914.0,75520.0,77000.0,77800.0,74400.0,74855.55555555556,78968.33333333333,73558.33333333333
447,2018.12.21,73800.0,400.0,74100.0,75800.0,73600.0,1239270.0,74480.0,76537.5,77160.0,74453.33333333333,74584.44444444444,78535.0,73573.33333333333
446,2018.12.24,71200.0,2600.0,73400.0,73700.0,71200.0,1490316.0,73680.0,75425.0,76100.0,74640.0,74211.11111111111,78005.0,73555.83333333333
445,2018.12.26,73500.0,2300.0,68600.0,73500.0,68500.0,3110194.0,73660.0,74512.5,75700.0,74833.33333333333,74033.33333333333,77523.33333333333,73592.5
444,2018.12.27,72900.0,600.0,77100.0,77200.0,72600.0,2560868.0,73120.0,73750.0,74980.0,74960.0,73926.66666666667,76958.33333333333,73634.16666666667
440,2018.12.28,73500.0,600.0,73600.0,74500.0,72100.0,1110865.0,72980.0,73537.5,74250.0,75043.33333333333,73882.22222222222,76660.0,73671.66666666667
439,2019.01.02,73400.0,100.0,74500.0,76400.0,72700.0,1602082.0,72900.0,73512.5,73690.0,75100.0,73953.33333333333,76296.66666666667,73662.5
438,2019.01.03,71300.0,2100.0,73900.0,74300.0,71000.0,1145270.0,72920.0,72975.0,73300.0,74950.0,74011.11111111111,76015.0,73646.66666666667
437,2019.01.04,72000.0,700.0,71400.0,72200.0,70100.0,1143198.0,72620.0,72700.0,73140.0,74950.0,74022.22222222222,75843.33333333333,73640.0
436,2019.01.07,71500.0,500.0,73500.0,73500.0,71300.0,924991.0,72340.0,72412.5,72730.0,74933.33333333333,74080.0,75636.66666666667,73625.83333333333
433,2019.01.08,70300.0,1200.0,71900.0,72200.0,70000.0,888230.0,71700.0,72300.0,72340.0,74890.0,74108.88888888889,75481.66666666667,73628.33333333333
432,2019.01.09,70500.0,200.0,70700.0,71000.0,68000.0,1620465.0,71120.0,71925.0,72010.0,74880.0,73986.66666666667,75161.66666666667,73628.33333333333
431,2019.01.10,72700.0,2200.0,70500.0,73300.0,70200.0,1418336.0,71400.0,71900.0,72160.0,74873.33333333333,73893.33333333333,74956.66666666667,73647.5
430,2019.01.11,71500.0,1200.0,72700.0,73400.0,71000.0,741533.0,71300.0,71650.0,71960.0,74820.0,73820.0,74678.33333333333,73657.5
429,2019.01.14,70500.0,1000.0,71000.0,71500.0,70000.0,654872.0,71100.0,71287.5,71720.0,74756.66666666667,73693.33333333333,74381.66666666667,73672.5
425,2019.01.15,70500.0,0.0,70900.0,71300.0,70100.0,653447.0,71140.0,71187.5,71420.0,74756.66666666667,73580.0,74126.66666666667,73700.83333333333
424,2019.01.16,69000.0,1500.0,70500.0,70800.0,68600.0,1135646.0,70840.0,70812.5,70980.0,74700.0,73508.88888888889,73843.33333333333,73757.5
423,2019.01.17,67100.0,1900.0,68900.0,70400.0,67000.0,1423191.0,69720.0,70262.5,70560.0,74350.0,73542.22222222222,73495.0,73801.66666666667
422,2019.01.18,69500.0,2400.0,67800.0,70000.0,67200.0,1172198.0,69320.0,70162.5,70310.0,74060.0,73582.22222222222,73295.0,73934.16666666667
421,2019.01.21,69800.0,300.0,70000.0,70900.0,68500.0,868192.0,69180.0,70075.0,70140.0,73646.66666666667,73597.77777777778,73163.33333333333,74096.66666666667
418,2019.01.22,70100.0,300.0,70200.0,72200.0,70000.0,1031476.0,69100.0,69750.0,70120.0,73420.0,73577.77777777778,73073.33333333333,74295.0
417,2019.01.23,69000.0,1100.0,69600.0,70200.0,68600.0,776394.0,69100.0,69437.5,69970.0,73046.66666666667,73517.77777777778,73053.33333333333,74462.5
416,2019.01.24,70800.0,1800.0,68900.0,70900.0,68700.0,901342.0,69840.0,69475.0,69780.0,72680.0,73406.66666666667,73088.33333333333,74640.83333333333
415,2019.01.25,71300.0,500.0,70800.0,71500.0,70000.0,703751.0,70200.0,69575.0,69760.0,72473.33333333333,73391.11111111111,73085.0,74816.66666666667
414,2019.01.28,71300.0,0.0,71500.0,73000.0,70800.0,1053259.0,70500.0,69862.5,69840.0,72180.0,73375.55555555556,73125.0,74975.83333333333
410,2019.01.29,70900.0,400.0,71400.0,72100.0,70100.0,633635.0,70660.0,70337.5,69880.0,71850.0,73360.0,73156.66666666667,75080.83333333333
409,2019.01.30,71100.0,200.0,71000.0,71800.0,70200.0,576124.0,71080.0,70537.5,70090.0,71586.66666666667,73366.66666666667,73075.0,75185.83333333333
408,2019.01.31,75400.0,4300.0,72400.0,75800.0,72000.0,2869881.0,72000.0,71237.5,70920.0,71593.33333333333,73422.22222222222,73050.0,75320.83333333333
407,2019.02.01,74100.0,1300.0,75100.0,75700.0,73400.0,1030856.0,72560.0,71737.5,71380.0,71610.0,73444.44444444444,73038.33333333333,75450.83333333333
406,2019.02.07,73200.0,900.0,73600.0,73800.0,71800.0,1012819.0,72940.0,72262.5,71720.0,71530.0,73462.22222222222,72988.33333333333,75569.16666666667
403,2019.02.08,73400.0,200.0,72900.0,74800.0,72800.0,779175.0,73440.0,72587.5,72050.0,71503.33333333333,73526.66666666667,72951.66666666667,75690.0
402,2019.02.11,73800.0,400.0,73900.0,74900.0,73500.0,1080132.0,73980.0,72900.0,72530.0,71503.33333333333,73595.55555555556,72978.33333333333,75786.66666666667
401,2019.02.12,72500.0,1300.0,74400.0,74400.0,72400.0,728338.0,73400.0,73050.0,72700.0,71546.66666666667,73482.22222222222,73093.33333333333,75888.33333333333
400,2019.02.13,72300.0,200.0,73100.0,73500.0,72100.0,630400.0,73040.0,73225.0,72800.0,71506.66666666667,73351.11111111111,73170.0,76030.83333333333
399,2019.02.14,71400.0,900.0,72200.0,73000.0,70900.0,915736.0,72680.0,73262.5,72810.0,71456.66666666667,73111.11111111111,73208.33333333333,76150.83333333333
395,2019.02.15,74200.0,2800.0,71600.0,76700.0,69800.0,3250755.0,72840.0,73112.5,73140.0,71480.0,73051.11111111111,73261.66666666667,76290.0
394,2019.02.18,74300.0,100.0,74900.0,76100.0,74100.0,1458663.0,72940.0,73137.5,73460.0,71510.0,72920.0,73305.0,76396.66666666667
393,2019.02.19,73500.0,800.0,75700.0,76500.0,73300.0,1735865.0,73140.0,73175.0,73270.0,71583.33333333333,72735.55555555556,73266.66666666667,76505.0
392,2019.02.20,73500.0,0.0,73500.0,74400.0,73000.0,796959.0,73380.0,73187.5,73210.0,71633.33333333333,72646.66666666667,73291.66666666667,76593.33333333333
391,2019.02.21,73400.0,100.0,73700.0,74400.0,73200.0,628266.0,73780.0,73137.5,73230.0,71696.66666666667,72497.77777777778,73315.0,76688.33333333333
388,2019.02.22,72000.0,1400.0,72900.0,73500.0,71800.0,842080.0,73340.0,73075.0,73090.0,71753.33333333333,72302.22222222222,73321.66666666667,76765.0
387,2019.02.25,73300.0,1300.0,72100.0,73900.0,71500.0,799032.0,73140.0,73200.0,73040.0,71846.66666666667,72175.55555555556,73363.33333333333,76834.16666666667
386,2019.02.26,72800.0,500.0,73600.0,74400.0,72800.0,659441.0,73000.0,73375.0,73070.0,71850.0,72122.22222222222,73361.66666666667,76888.33333333333
385,2019.02.27,73500.0,700.0,72700.0,73800.0,72300.0,555903.0,73000.0,73287.5,73190.0,71916.66666666667,72120.0,73368.33333333333,76939.16666666667
384,2019.02.28,74300.0,800.0,74200.0,76000.0,71300.0,2467512.0,73180.0,73287.5,73480.0,72043.33333333333,72091.11111111111,73400.0,77007.5
380,2019.03.04,78100.0,3800.0,75900.0,78300.0,74700.0,2202388.0,74400.0,73862.5,73870.0,72296.66666666667,72177.77777777778,73526.66666666667,77087.5
379,2019.03.05,78500.0,400.0,77900.0,80100.0,77400.0,1879761.0,75440.0,74487.5,74290.0,72613.33333333333,72282.22222222222,73656.66666666667,77105.0
378,2019.03.06,76900.0,1600.0,78800.0,78900.0,76200.0,1198166.0,76260.0,74925.0,74630.0,72940.0,72408.88888888889,73645.0,77103.33333333333
377,2019.03.07,74900.0,2000.0,76200.0,77400.0,74400.0,894843.0,76540.0,75287.5,74770.0,73120.0,72440.0,73590.0,77080.0
376,2019.03.08,74700.0,200.0,74400.0,75800.0,74200.0,591359.0,76620.0,75462.5,74900.0,73283.33333333333,72480.0,73465.0,77062.5
373,2019.03.11,75100.0,400.0,74400.0,75600.0,72700.0,759117.0,76020.0,75750.0,75210.0,73450.0,72515.55555555556,73435.0,77061.66666666667
372,2019.03.12,73800.0,1300.0,76300.0,79000.0,68700.0,6136865.0,75080.0,75787.5,75260.0,73610.0,72524.44444444444,73328.33333333333,77048.33333333333
371,2019.03.13,68300.0,5500.0,74000.0,74100.0,66800.0,5813047.0,73360.0,75037.5,74810.0,73526.66666666667,72457.77777777778,73103.33333333333,76980.83333333333
370,2019.03.14,68300.0,0.0,68300.0,70700.0,68300.0,2058016.0,72040.0,73812.5,74290.0,73426.66666666667,72375.55555555556,72950.0,76915.0
369,2019.03.15,65900.0,2400.0,68300.0,68300.0,64100.0,4106283.0,70280.0,72237.5,73450.0,73246.66666666667,72251.11111111111,72713.33333333333,76758.33333333333
365,2019.03.18,66500.0,600.0,67500.0,68200.0,66200.0,1429222.0,68560.0,70937.5,72290.0,73100.0,72166.66666666667,72475.0,76590.0
364,2019.03.19,66600.0,100.0,66800.0,68100.0,66300.0,1204663.0,67120.0,69900.0,71100.0,72950.0,72080.0,72268.33333333333,76369.16666666667
363,2019.03.20,67800.0,1200.0,68900.0,69500.0,66900.0,1796494.0,67020.0,69037.5,70190.0,72696.66666666667,71971.11111111111,72145.0,76151.66666666667
362,2019.03.21,67400.0,400.0,67300.0,68600.0,67200.0,901242.0,66840.0,68075.0,69440.0,72473.33333333333,71880.0,72041.66666666667,75919.16666666667
361,2019.03.22,69200.0,1800.0,67900.0,70400.0,67700.0,1820397.0,67500.0,67500.0,68890.0,72340.0,71851.11111111111,71935.0,75667.5
358,2019.03.25,67800.0,1400.0,68300.0,68900.0,67000.0,803413.0,67760.0,67437.5,68160.0,72153.33333333333,71791.11111111111,71828.33333333333,75398.33333333333
357,2019.03.26,67300.0,500.0,68400.0,68400.0,67000.0,571438.0,67900.0,67312.5,67510.0,71936.66666666667,71753.33333333333,71720.0,75127.5
356,2019.03.27,64500.0,2800.0,67300.0,67800.0,63500.0,1334611.0,67240.0,67137.5,67130.0,71670.0,71695.55555555556,71608.33333333333,74806.66666666667
355,2019.03.28,62900.0,1600.0,63600.0,64800.0,62200.0,1102781.0,66340.0,66687.5,66590.0,71356.66666666667,71548.88888888889,71431.66666666667,74477.5
354,2019.03.29,64300.0,1400.0,62900.0,64600.0,61700.0,981823.0,65360.0,66400.0,66430.0,71120.0,71426.66666666667,71288.33333333333,74123.33333333333
350,2019.04.01,64700.0,400.0,63200.0,64900.0,63000.0,617620.0,64740.0,66012.5,66250.0,70803.33333333333,71306.66666666667,71141.66666666667,73900.83333333333
349,2019.04.02,64400.0,300.0,65200.0,65600.0,64100.0,487967.0,64160.0,65637.5,66030.0,70473.33333333333,71204.44444444444,70991.66666666667,73644.16666666667
348,2019.04.03,65900.0,1500.0,64800.0,65900.0,63600.0,743741.0,64440.0,65225.0,65840.0,70220.0,71095.55555555556,70901.66666666667,73458.33333333333
347,2019.04.04,65800.0,100.0,66200.0,66600.0,65000.0,458042.0,65020.0,64975.0,65680.0,69963.33333333333,70973.33333333333,70798.33333333333,73320.83333333333
346,2019.04.05,64800.0,1000.0,65800.0,65800.0,64500.0,467645.0,65120.0,64662.5,65240.0,69676.66666666667,70828.88888888889,70686.66666666667,73161.66666666667
343,2019.04.08,64300.0,500.0,65000.0,65200.0,64000.0,426970.0,65040.0,64637.5,64890.0,69420.0,70682.22222222222,70586.66666666667,73034.16666666667
342,2019.04.09,65600.0,1300.0,64100.0,65600.0,64000.0,629025.0,65280.0,64975.0,64720.0,69163.33333333333,70560.0,70505.0,72833.33333333333
341,2019.04.10,65600.0,0.0,65300.0,65800.0,64600.0,391809.0,65220.0,65137.5,64830.0,68923.33333333333,70342.22222222222,70386.66666666667,72671.66666666667
340,2019.04.11,66000.0,400.0,65700.0,66400.0,65100.0,427254.0,65260.0,65300.0,65140.0,68673.33333333333,70162.22222222222,70295.0,72486.66666666667
339,2019.04.12,65400.0,600.0,65600.0,65900.0,65200.0,269826.0,65380.0,65425.0,65250.0,68376.66666666667,69988.88888888889,70210.0,72295.83333333333
335,2019.04.15,64800.0,600.0,65400.0,65400.0,64600.0,428310.0,65480.0,65287.5,65260.0,67933.33333333333,69797.77777777778,70115.0,72120.83333333333
334,2019.04.16,64800.0,0.0,65000.0,65100.0,64000.0,445203.0,65320.0,65162.5,65300.0,67476.66666666667,69597.77777777778,70045.0,71944.16666666667
333,2019.04.17,64800.0,0.0,64800.0,65000.0,64300.0,317578.0,65160.0,65162.5,65190.0,67073.33333333333,69426.66666666667,70006.66666666667,71750.83333333333
332,2019.04.18,62900.0,1900.0,64600.0,64700.0,62500.0,630625.0,64540.0,64987.5,64900.0,66673.33333333333,69217.77777777778,69896.66666666667,71595.83333333333
331,2019.04.19,63100.0,200.0,62500.0,63900.0,62500.0,471030.0,64080.0,64675.0,64730.0,66286.66666666667,69033.33333333333,69785.0,71474.16666666667
328,2019.04.22,64900.0,1800.0,63900.0,66500.0,63600.0,1030853.0,64100.0,64587.5,64790.0,65946.66666666667,68826.66666666667,69698.33333333333,71385.83333333333
327,2019.04.23,65200.0,300.0,65500.0,65800.0,64500.0,405004.0,64180.0,64487.5,64750.0,65660.0,68624.44444444444,69635.0,71344.16666666667
326,2019.04.24,64900.0,300.0,65600.0,66300.0,64300.0,396478.0,64200.0,64425.0,64680.0,65546.66666666667,68433.33333333333,69536.66666666667,71312.5
325,2019.04.25,63800.0,1100.0,64800.0,64900.0,63300.0,369525.0,64380.0,64300.0,64460.0,65396.666666666664,68217.77777777778,69411.66666666667,71248.33333333333
324,2019.04.26,63400.0,400.0,63000.0,64200.0,63000.0,353959.0,64440.0,64125.0,64260.0,65313.333333333336,67995.55555555556,69280.0,71202.5
320,2019.04.29,64200.0,800.0,63100.0,64300.0,63100.0,295299.0,64300.0,64050.0,64200.0,65236.666666666664,67822.22222222222,69168.33333333333,71162.5
319,2019.04.30,65400.0,1200.0,64200.0,65900.0,63700.0,624271.0,64340.0,64362.5,64260.0,65196.666666666664,67646.66666666667,69073.33333333333,71074.16666666667
318,2019.05.02,63800.0,1600.0,65100.0,65600.0,63800.0,492252.0,64120.0,64450.0,64160.0,65063.333333333336,67446.66666666667,68880.0,70965.0
317,2019.05.03,63800.0,0.0,63800.0,65100.0,63300.0,421160.0,64120.0,64312.5,64250.0,64943.333333333336,67231.11111111111,68708.33333333333,70873.33333333333
316,2019.05.07,62700.0,1100.0,63000.0,63500.0,62700.0,414906.0,63980.0,64000.0,64210.0,64726.666666666664,66973.33333333333,68533.33333333333,70760.83333333333
313,2019.05.08,61000.0,1700.0,62000.0,65200.0,60300.0,1625296.0,63340.0,63512.5,63820.0,64500.0,66593.33333333333,68326.66666666667,70639.16666666667
312,2019.05.09,57800.0,3200.0,60900.0,61500.0,57700.0,1237743.0,61820.0,62762.5,63080.0,64183.333333333336,66133.33333333333,68060.0,70519.16666666667
311,2019.05.10,57400.0,400.0,57500.0,59000.0,56300.0,881053.0,60540.0,62012.5,62330.0,63946.666666666664,65700.0,67808.33333333333,70450.83333333333
310,2019.05.13,55900.0,1500.0,56400.0,57700.0,55900.0,534330.0,58960.0,60975.0,61540.0,63713.333333333336,65277.77777777778,67535.0,70352.5
309,2019.05.14,54800.0,1100.0,54300.0,56200.0,53600.0,995092.0,57380.0,59650.0,60680.0,63396.666666666664,64835.555555555555,67258.33333333333,70233.33333333333
305,2019.05.15,56000.0,1200.0,55300.0,56600.0,54900.0,541148.0,56380.0,58675.0,59860.0,63106.666666666664,64411.11111111111,66955.0,70108.33333333333
304,2019.05.16,55900.0,100.0,56000.0,57800.0,55400.0,558762.0,56000.0,57687.5,58910.0,62823.333333333336,64013.333333333336,66648.33333333333,69976.66666666667
303,2019.05.17,56000.0,100.0,56700.0,57500.0,55900.0,390539.0,55720.0,56850.0,58130.0,62493.333333333336,63740.0,66356.66666666667,69811.66666666667
302,2019.05.20,54000.0,2000.0,56000.0,57000.0,53700.0,499445.0,55340.0,55975.0,57150.0,62100.0,63422.22222222222,66031.66666666667,69661.66666666667
301,2019.05.21,55300.0,1300.0,54200.0,55900.0,53700.0,560568.0,55440.0,55662.5,56410.0,61783.333333333336,63186.666666666664,65730.0,69522.5
298,2019.05.22,57000.0,1700.0,55800.0,57400.0,55800.0,492901.0,55640.0,55612.5,56010.0,61540.0,62975.555555555555,65480.0,69400.83333333333
297,2019.05.23,55700.0,1300.0,57700.0,57900.0,55600.0,372195.0,55600.0,55587.5,55800.0,61210.0,62733.333333333336,65186.666666666664,69275.0
296,2019.05.24,56000.0,300.0,55100.0,56500.0,54400.0,375840.0,55600.0,55737.5,55660.0,60890.0,62471.11111111111,64906.666666666664,69134.16666666667
295,2019.05.27,55000.0,1000.0,56300.0,56600.0,54500.0,302544.0,55800.0,55612.5,55570.0,60523.333333333336,62195.555555555555,64598.333333333336,68983.33333333333
294,2019.05.28,57100.0,2100.0,54900.0,57200.0,54900.0,499593.0,56160.0,55762.5,55800.0,60246.666666666664,61926.666666666664,64311.666666666664,68855.83333333333
290,2019.05.29,54600.0,2500.0,56500.0,56800.0,54100.0,619613.0,55680.0,55587.5,55660.0,59906.666666666664,61633.333333333336,63920.0,68723.33333333333
289,2019.05.30,53100.0,1500.0,54800.0,55200.0,52400.0,686069.0,55160.0,55475.0,55380.0,59516.666666666664,61317.77777777778,63496.666666666664,68576.66666666667
288,2019.05.31,55000.0,1900.0,52700.0,55400.0,52600.0,554425.0,54960.0,55437.5,55280.0,59190.0,61106.666666666664,63131.666666666664,68388.33333333333
287,2019.06.03,55600.0,600.0,54800.0,56300.0,54000.0,405661.0,55080.0,55262.5,55440.0,58946.666666666664,60944.444444444445,62810.0,68200.0
286,2019.06.04,55500.0,100.0,55400.0,56300.0,55000.0,298104.0,54760.0,55237.5,55460.0,58693.333333333336,60748.88888888889,62490.0,67977.5
283,2019.06.05,54800.0,700.0,57000.0,57100.0,54200.0,405303.0,54800.0,55087.5,55240.0,58356.666666666664,60528.88888888889,62151.666666666664,67793.33333333333
282,2019.06.07,54500.0,300.0,54900.0,55200.0,53900.0,295567.0,55080.0,55025.0,55120.0,58000.0,60308.88888888889,61830.0,67579.16666666667
281,2019.06.10,54200.0,300.0,54800.0,54900.0,53900.0,374375.0,54920.0,54662.5,54940.0,57643.333333333336,60048.88888888889,61595.0,67349.16666666667
280,2019.06.11,55900.0,1700.0,54100.0,56100.0,54000.0,500799.0,54980.0,54825.0,55030.0,57380.0,59828.88888888889,61388.333333333336,67169.16666666667
279,2019.06.12,56100.0,200.0,56000.0,56200.0,55000.0,391494.0,55100.0,55200.0,54930.0,57136.666666666664,59635.555555555555,61225.0,66969.16666666667
275,2019.06.13,55900.0,200.0,56000.0,56500.0,55500.0,670254.0,55320.0,55312.5,55060.0,56860.0,59448.88888888889,61048.333333333336,66761.66666666667
274,2019.06.14,56800.0,900.0,56100.0,59400.0,55800.0,985343.0,55780.0,55462.5,55430.0,56573.333333333336,59253.333333333336,60885.0,66576.66666666667
273,2019.06.17,56700.0,100.0,57500.0,58500.0,56600.0,421203.0,56280.0,55612.5,55600.0,56336.666666666664,59055.555555555555,60700.0,66422.5
272,2019.06.18,55400.0,1300.0,57000.0,57400.0,55000.0,495082.0,56180.0,55687.5,55580.0,56056.666666666664,58820.0,60500.0,66270.83333333333
271,2019.06.19,56000.0,600.0,55900.0,56400.0,55200.0,331231.0,56160.0,55875.0,55630.0,55833.333333333336,58611.11111111111,60280.0,66107.5
268,2019.06.20,57700.0,1700.0,56100.0,57900.0,56100.0,487092.0,56520.0,56312.5,55920.0,55723.333333333336,58453.333333333336,60111.666666666664,65970.0
267,2019.06.21,56800.0,900.0,58000.0,58300.0,56500.0,336601.0,56520.0,56425.0,56150.0,55690.0,58275.555555555555,59936.666666666664,65828.33333333333
